Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
5,"Cerra, Adam",22y 161d,77 (33-0-44 42.86%),17 (0.22),1 (1-0-0 100.00%),1 (1.00)
9,"Cripps, Patrick",26y 364d,139 (39-1-99 28.42%),70 (0.50),←,
30,"Curnow, Charlie",25y 42d,63 (12-0-51 19.05%),79 (1.25),←,
12,"De Koning, Tom",22y 244d,23 (9-0-14 39.13%),8 (0.35),←,
15,"Docherty, Sam",28y 151d,123 (41-1-81 33.74%),15 (0.12),110 (35-1-74 32.27%),14 (0.13)
19,"Durdin, Corey",19y 337d,3 (1-0-2 33.33%),3 (1.00),←,
25,"Fisher, Zac",23y 275d,74 (17-0-57 22.97%),32 (0.43),←,
29,"Hewett, George",26y 78d,121 (72-0-49 59.50%),33 (0.27),1 (1-0-0 100.00%),1 (1.00)
7,"Kennedy, Matthew",24y 345d,62 (26-2-34 43.55%),30 (0.48),43 (15-0-28 34.88%),23 (0.53)
21,"Martin, Jack",27y 47d,124 (36-1-87 29.44%),102 (0.82),27 (11-0-16 40.74%),21 (0.78)
39,"McDonald, Oscar",25y 364d,85 (44-0-41 51.76%),3 (0.04),4 (2-0-2 50.00%),2 (0.50)
11,"McGovern, Mitch",27y 157d,82 (45-1-36 55.49%),104 (1.27),34 (11-0-23 32.35%),37 (1.09)
10,"McKay, Harry",24y 83d,68 (22-0-46 32.35%),130 (1.91),←,
24,"Newman, Nic",29y 61d,68 (33-0-35 48.53%),14 (0.21),37 (13-0-24 35.14%),6 (0.16)
4,"OBrien, Lochie",22y 180d,42 (11-0-31 26.19%),12 (0.29),←,
44,"Owies, Matthew",24y 363d,15 (8-0-7 53.33%),15 (1.00),←,
27,"Pittonet, Marc",25y 287d,34 (15-0-19 44.12%),5 (0.15),27 (10-0-17 37.04%),5 (0.19)
42,"Saad, Adam",27y 237d,132 (52-2-78 40.15%),10 (0.08),23 (9-0-14 39.13%),2 (0.09)
43,"Setterfield, Will",24y 40d,45 (17-0-28 37.78%),11 (0.24),43 (16-0-27 37.21%),11 (0.26)
1,"Silvagni, Jack",24y 90d,79 (23-0-56 29.11%),57 (0.72),←,
23,"Weitering, Jacob",24y 114d,116 (33-0-83 28.45%),10 (0.09),←,
31,"Williamson, Tom",23y 95d,44 (17-0-27 38.64%),4 (0.09),←,
6,"Williams, Zac",27y 178d,128 (64-0-64 50.00%),32 (0.25),15 (5-0-10 33.33%),5 (0.33)
Totals,Totals,25y 60d,1747 (670-8-1069 38.35%),796 (0.46),,
C,"Voss, Michael",46y 253d,110 (44-1-65 40.45%),,1 (1-0-0 100.00%),
