Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Luke",5,2,11,16,,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,7.0,7.0,,,,2.0,,90.0
41,"Butts, Jordon",6,3,4,10,,,,,3.0,,,1.0,3.0,1.0,,8.0,3.0,1.0,,5.0,,,88.0
15 ↑,"Cook, Brayden",6,1,1,7,,,,,,2.0,1.0,3.0,2.0,1.0,,3.0,5.0,,,,,,21.0
5,"Crouch, Matt",9,3,17,26,,,,1.0,3.0,2.0,5.0,5.0,1.0,3.0,,12.0,13.0,,,,,1.0,64.0
12,"Dawson, Jordan",15,7,12,27,,,,1.0,5.0,5.0,,9.0,,3.0,,10.0,18.0,1.0,,3.0,2.0,,84.0
39,"Doedee, Tom",13,5,5,18,,,,1.0,5.0,,,3.0,2.0,,,8.0,9.0,,,8.0,,,90.0
22,"Frampton, Billy",9,3,7,16,,,,,7.0,2.0,,2.0,2.0,,,6.0,9.0,,,6.0,,,90.0
44,"Gollant, Lachlan",4,3,2,6,1,2.0,,,,,,,1.0,,,5.0,1.0,2.0,3.0,1.0,,,84.0
34,"Himmelberg, Elliott",6,4,4,10,2,,,,,2.0,1.0,3.0,1.0,2.0,,7.0,5.0,1.0,2.0,5.0,,1.0,90.0
20 ↓,"Hinge, Mitch",8,1,2,10,,,,,2.0,2.0,1.0,2.0,,1.0,,3.0,6.0,,,1.0,,1.0,54.0
1,"Jones, Chayce",9,3,6,15,,,,3.0,1.0,1.0,2.0,1.0,1.0,,,4.0,8.0,,,4.0,,,80.0
2,"Keays, Ben",19,3,8,27,1,,,12.0,3.0,5.0,5.0,7.0,1.0,1.0,2.0,11.0,17.0,,,1.0,,,86.0
29,"Laird, Rory",14,8,24,38,,,,3.0,4.0,4.0,8.0,5.0,3.0,2.0,,15.0,25.0,,,2.0,,2.0,77.0
25,"McHenry, Ned",5,2,9,14,1,,,3.0,1.0,1.0,,3.0,1.0,1.0,,6.0,8.0,,,1.0,,,90.0
4,"Murphy, Lachlan",7,4,5,12,,1.0,,2.0,,3.0,,1.0,,1.0,,3.0,10.0,1.0,,3.0,,2.0,82.0
43,"OBrien, Reilly",4,2,4,8,,,25.0,3.0,,3.0,2.0,4.0,2.0,3.0,,7.0,2.0,1.0,,3.0,,,90.0
8,"Rachele, Josh",13,9,6,19,3,1.0,,1.0,1.0,2.0,,3.0,,,,8.0,10.0,,2.0,,1.0,1.0,82.0
31,"Rowe, James",6,3,4,10,2,,,1.0,1.0,3.0,1.0,3.0,2.0,1.0,,3.0,7.0,,,,,1.0,69.0
26,"Schoenberg, Harry",7,1,7,14,,1.0,,3.0,2.0,3.0,2.0,4.0,1.0,1.0,,6.0,8.0,,,,,,60.0
38,"Sholl, Lachlan",15,2,5,20,1,,,1.0,3.0,3.0,5.0,,,,,6.0,14.0,,,1.0,,,83.0
9,"Sloane, Rory",9,2,8,17,,1.0,,6.0,3.0,1.0,4.0,6.0,1.0,1.0,,7.0,10.0,,,4.0,,,78.0
33,"Smith, Brodie",10,4,5,15,,,,1.0,5.0,1.0,1.0,3.0,,,,2.0,10.0,,,3.0,,,86.0
13,"Walker, Taylor",12,6,6,18,4,,,1.0,,7.0,1.0,6.0,1.0,1.0,1.0,10.0,7.0,1.0,,2.0,,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,81,162,373,15,9.0,25.0,45.0,50.0,53.0,40.0,77.0,26.0,24.0,3.0,157.0,212.0,8.0,7.0,53.0,5.0,10.0,
Opposition,Opposition,221,100,144,365,15,13.0,44.0,47.0,37.0,65.0,39.0,65.0,24.0,26.0,3.0,136.0,222.0,12.0,14.0,50.0,11.0,13.0,
