St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
34,"Bailey, Doug",22y 153d,6 (2-0-4 33.33%),1 (0.17),←,
14,"Bardsley, Kristian",21y 237d,9 (4-0-5 44.44%),5 (0.56),4 (2-0-2 50.00%),1 (0.25)
21,"Bourke, Darren",24y 44d,20 (9-0-11 45.00%),8 (0.40),←,
3,"Burke, Nathan",24y 91d,146 (65-1-80 44.86%),44 (0.30),←,
19,"Burns, Adrian",22y 276d,15 (9-0-6 60.00%),8 (0.53),4 (2-0-2 50.00%),1 (0.25)
36,"Fode, Gordon",22y 276d,43 (17-0-26 39.53%),27 (0.63),←,
2,"Frawley, Danny",30y 242d,211 (74-1-136 35.31%),13 (0.06),←,
24,"Frost, Michael",23y 130d,18 (8-0-10 44.44%),4 (0.22),5 (1-0-4 20.00%),1 (0.20)
6,"Grant, David",27y 274d,169 (63-0-106 37.28%),74 (0.44),←,
27,"Greig, Dean",25y 189d,31 (19-0-12 61.29%),8 (0.26),←,
17,"Keogh, Rod",23y 44d,26 (14-0-12 53.85%),11 (0.42),4 (2-0-2 50.00%),3 (0.75)
4,"Lockett, Tony",28y 60d,176 (65-0-111 36.93%),861 (4.89),←,
23,"Loewe, Stewart",25y 350d,162 (69-1-92 42.90%),236 (1.46),←,
28,"OBrien, Craig",24y 66d,39 (22-0-17 56.41%),63 (1.62),18 (8-0-10 44.44%),47 (2.61)
29,"Peckett, Justin",21y 215d,22 (12-0-10 54.55%),,←,
31,"Shanahan, Jamie",26y 153d,46 (25-0-21 54.35%),,←,
5,"Shaw, Damen",20y 16d,16 (9-0-7 56.25%),5 (0.31),←,
30,"Thornborrow, Wayne",21y 132d,1 (1-0-0 100.00%),1 (1.00),←,
9,"Vidovic, Lazar",29y 37d,33 (20-0-13 60.61%),5 (0.15),←,
33,"Wakelin, Shane",19y 269d,4 (2-0-2 50.00%),1 (0.25),←,
7,"Winmar, Nicky",28y 225d,141 (64-0-77 45.39%),200 (1.42),←,
Totals,Totals,24y 166d,1334 (573-3-758 42.95%),1575 (1.18),,
C,"Alves, Stan",47y 351d,6 (2-0-4 33.33%),,←,
