Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",31y 59d,177 (88-1-88 50.00%),67 (0.38),←,
14,"Birchall, Grant",24y 204d,147 (91-1-55 62.24%),16 (0.11),←,
22,"Breust, Luke",21y 282d,36 (29-0-7 80.56%),68 (1.89),←,
9,"Burgoyne, Shaun",29y 303d,216 (140-1-75 65.05%),200 (0.93),59 (43-1-15 73.73%),29 (0.49)
8,"Ellis, Xavier",24y 173d,80 (51-1-28 64.38%),26 (0.32),←,
27,"Gilham, Stephen",27y 352d,99 (63-1-35 64.14%),4 (0.04),98 (63-1-34 64.80%),4 (0.04)
18,"Guerra, Brent",30y 82d,234 (156-1-77 66.88%),105 (0.45),138 (87-1-50 63.41%),22 (0.16)
19,"Gunston, Jack",20y 308d,28 (16-0-12 57.14%),49 (1.75),14 (11-0-3 78.57%),29 (2.07)
20,"Hale, David",28y 89d,168 (85-2-81 51.19%),157 (0.93),39 (29-0-10 74.36%),38 (0.97)
15,"Hodge, Luke",28y 65d,201 (103-1-97 51.49%),141 (0.70),←,
3,"Lewis, Jordan",26y 117d,165 (92-1-72 56.06%),90 (0.55),←,
28,"Puopolo, Paul",24y 261d,36 (29-0-7 80.56%),28 (0.78),←,
2,"Roughead, Jarryd",25y 209d,154 (87-1-66 56.82%),293 (1.90),←,
21,"Savage, Shane",21y 227d,38 (27-0-11 71.05%),24 (0.63),←,
25,"Schoenmakers, Ryan",21y 285d,55 (31-0-24 56.36%),5 (0.09),←,
12,"Sewell, Brad",28y 199d,164 (92-1-71 56.40%),25 (0.15),←,
26,"Shiels, Liam",21y 112d,59 (38-0-21 64.41%),17 (0.29),←,
16,"Smith, Isaac",23y 233d,33 (27-0-6 81.82%),33 (1.00),←,
24,"Stratton, Ben",23y 171d,47 (30-1-16 64.89%),1 (0.02),←,
4,"Suckling, Matt",24y 25d,49 (34-0-15 69.39%),21 (0.43),←,
37,"Whitecross, Brendan",22y 207d,69 (44-1-24 64.49%),35 (0.51),←,
11,"Young, Clinton",26y 185d,112 (68-1-43 61.16%),59 (0.53),←,
Totals,Totals,25y 122d,2367 (1421-15-931 60.03%),1464 (0.62),,
C,"Clarkson, Alastair",44y 114d,183 (103-1-79 56.56%),,←,
