St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",12,11,4,16,,,,4.0,1.0,,,1.0,,1.0,,6.0,10.0,1.0,,1.0,,,86.0
15,"Billings, Jack",11,4,16,27,2,2.0,,3.0,1.0,2.0,3.0,5.0,2.0,2.0,,13.0,14.0,,2.0,,,2.0,85.0
16,"Butler, Dan",14,1,2,16,3,2.0,,3.0,,6.0,1.0,2.0,,1.0,,3.0,12.0,,1.0,,,1.0,84.0
23,"Bytel, Jack",6,1,13,19,,,,7.0,,3.0,5.0,3.0,,1.0,,10.0,9.0,,,,1.0,,66.0
2,"Carlisle, Jake",4,1,7,11,,,16.0,3.0,1.0,1.0,,8.0,,5.0,,3.0,8.0,,,3.0,,,88.0
11,"Clark, Hunter",18,8,4,22,,,,4.0,3.0,2.0,1.0,2.0,2.0,,,7.0,14.0,,,,,1.0,74.0
1,"Coffield, Nick",6,3,4,10,,,,1.0,1.0,,1.0,2.0,2.0,1.0,,3.0,7.0,,,1.0,,,77.0
5,"Crouch, Brad",13,3,13,26,,1.0,,12.0,1.0,2.0,6.0,1.0,2.0,,1.0,15.0,12.0,,,3.0,,,77.0
22,"Higgins, Jack",6,3,9,15,1,,,4.0,,2.0,,2.0,,,,5.0,10.0,,,,,,75.0
8,"Hill, Bradley",19,9,7,26,,,,3.0,1.0,7.0,3.0,6.0,1.0,2.0,,5.0,23.0,,,1.0,2.0,1.0,86.0
20,"Howard, Dougal",11,6,,11,,,,,5.0,,,4.0,1.0,2.0,,4.0,5.0,1.0,,10.0,,,95.0
3,"Jones, Zak",15,4,11,26,,,,2.0,1.0,5.0,10.0,2.0,1.0,1.0,,12.0,14.0,,,1.0,,,71.0
12,"King, Max",9,4,4,13,5,2.0,2.0,,,,,2.0,2.0,,2.0,6.0,6.0,1.0,4.0,3.0,,2.0,88.0
21,"Long, Ben",,,,,,,,,,,,,,,,,,,,,,,
13,"Lonie, Jack",7,2,5,12,,1.0,,4.0,,3.0,,3.0,,,,4.0,6.0,,,1.0,,,80.0
19,"Marshall, Rowan",10,8,3,13,,,14.0,,1.0,2.0,1.0,5.0,1.0,1.0,,7.0,5.0,3.0,,1.0,,,61.0
36,"McKenzie, Daniel",13,7,8,21,1,,,3.0,,2.0,3.0,3.0,2.0,1.0,,7.0,13.0,,1.0,1.0,,1.0,76.0
28,"Membrey, Tim",11,9,3,14,2,2.0,,4.0,,2.0,,1.0,1.0,,,4.0,10.0,1.0,3.0,4.0,,1.0,95.0
6,"Ross, Sebastian",14,6,6,20,,1.0,,2.0,1.0,3.0,2.0,7.0,,2.0,,7.0,13.0,,,1.0,,,85.0
35,"Sinclair, Jack",13,6,8,21,,,,2.0,1.0,4.0,2.0,3.0,1.0,,,6.0,14.0,,,1.0,,2.0,86.0
9,"Steele, Jack",15,5,18,33,1,,,6.0,,7.0,6.0,4.0,1.0,2.0,3.0,17.0,19.0,,,3.0,,,88.0
29,"Webster, Jimmy",15,8,5,20,,,,1.0,2.0,,1.0,1.0,2.0,,,6.0,14.0,,,2.0,,,80.0
44,"Wilkie, Callum",12,6,,12,,,,1.0,2.0,,1.0,3.0,,2.0,,2.0,11.0,,,14.0,2.0,,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,254,115,150,404,15,12.0,32.0,69.0,22.0,53.0,46.0,70.0,21.0,24.0,6.0,152.0,249.0,7.0,11.0,51.0,5.0,11.0,
Opposition,Opposition,208,102,117,325,13,4.0,45.0,53.0,37.0,36.0,30.0,68.0,24.0,21.0,,129.0,187.0,15.0,9.0,47.0,2.0,6.0,
