Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Anthony, John",4,2,1,5,,1.0,,1.0,,2.0,,2.0,,1.0,,2.0,3.0,,1.0,1.0,,,84.0
26,"Bradley, Kepler",6,6,6,12,1,3.0,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,,7.0,7.0,1.0,3.0,2.0,,,80.0
6,"Broughton, Greg",9,5,6,15,,,,4.0,1.0,1.0,,,1.0,,,4.0,11.0,1.0,,,,,87.0
44,"Crichton, Jesse",6,2,7,13,,,,3.0,1.0,1.0,1.0,2.0,,1.0,,5.0,8.0,,,,,,72.0
15,"Crowley, Ryan",11,7,6,17,1,,,3.0,3.0,2.0,1.0,1.0,,1.0,,3.0,14.0,1.0,1.0,2.0,,,87.0
40,"de Boer, Matt",5,,11,16,,,,9.0,1.0,,5.0,1.0,1.0,,,11.0,6.0,,,4.0,,2.0,89.0
41,"Duffield, Paul",7,5,6,13,,,,4.0,3.0,,1.0,2.0,,1.0,,4.0,6.0,2.0,,3.0,,,82.0
7,"Fyfe, Nat",15,4,13,28,2,,,6.0,4.0,3.0,3.0,3.0,1.0,2.0,,17.0,11.0,4.0,,2.0,,1.0,89.0
14,"Grover, Antoni",5,6,7,12,,,,7.0,,,,3.0,,2.0,,1.0,11.0,1.0,,4.0,,,93.0
32,"Hill, Stephen",9,1,7,16,,,,6.0,2.0,1.0,2.0,2.0,,2.0,,7.0,10.0,,,5.0,1.0,,87.0
5,"Ibbotson, Garrick",12,4,5,17,,,,5.0,,3.0,3.0,3.0,,2.0,,10.0,6.0,,,1.0,2.0,,84.0
37,"Johnson, Michael",7,2,4,11,1,,,6.0,1.0,,1.0,1.0,,,,2.0,6.0,,,2.0,,,91.0
34 ↓,"Lower, Nick",5,5,5,10,,1.0,,1.0,2.0,2.0,,4.0,,1.0,,4.0,6.0,1.0,,3.0,1.0,,51.0
23,"Mayne, Chris",5,4,2,7,2,1.0,,7.0,,1.0,,1.0,1.0,1.0,,4.0,4.0,1.0,2.0,,,,86.0
18,"McPharlin, Luke",11,9,7,18,,,,6.0,6.0,,,1.0,1.0,1.0,,6.0,11.0,,,9.0,,,98.0
9,"McPhee, Adam",5,3,8,13,,,,2.0,2.0,3.0,,1.0,,1.0,,6.0,8.0,,,2.0,1.0,,87.0
16,"Mundy, David",15,5,13,28,1,,,6.0,3.0,4.0,6.0,3.0,3.0,1.0,,12.0,16.0,1.0,,,,,85.0
29,"Pavlich, Matthew",14,,8,22,1,,,7.0,1.0,3.0,5.0,5.0,3.0,3.0,,14.0,8.0,,,1.0,1.0,1.0,88.0
46,"Pearce, Clancee",2,2,7,9,,,,12.0,,,,2.0,,2.0,,4.0,5.0,1.0,,1.0,,,83.0
4 ↑,"Pitt, Jayden",3,,1,4,,,,1.0,1.0,1.0,,,,,,,4.0,,,,,,28.0
31,"Sandilands, Aaron",4,2,10,14,,,45.0,5.0,1.0,,5.0,4.0,1.0,3.0,,12.0,3.0,2.0,,6.0,,,88.0
47,"van Berlo, Jay",2,2,6,8,,,,3.0,,2.0,,4.0,1.0,,,5.0,4.0,1.0,,2.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,76,146,308,9,9.0,48.0,105.0,32.0,30.0,35.0,47.0,14.0,27.0,,140.0,168.0,17.0,7.0,50.0,6.0,4.0,
Opposition,Opposition,213,99,122,335,14,12.0,39.0,82.0,20.0,51.0,41.0,32.0,27.0,14.0,6.0,161.0,180.0,14.0,10.0,39.0,11.0,8.0,
