St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Begley, James",9,7.0,6.0,15,,,,,3.0,2.0,2.0,4.0,2.0,1.0,,5,9,,,,,,
27,"Beveridge, Luke",9,4.0,7.0,16,,,1.0,1.0,2.0,3.0,1.0,2.0,2.0,,,4,10,,,1.0,1.0,,
2,"Brown, Tony",3,,1.0,4,,,,,,1.0,,,1.0,,,1,3,,,,,,
3,"Burke, Nathan",19,2.0,5.0,24,1.0,,,5.0,2.0,5.0,5.0,1.0,1.0,1.0,,9,16,,,,,,
31,"Elliott, Tim",2,2.0,2.0,4,1.0,,5.0,1.0,,1.0,1.0,,,1.0,,3,1,1.0,1.0,1.0,,,
10,"Everitt, Peter",6,4.0,2.0,8,1.0,,24.0,2.0,,,3.0,2.0,1.0,2.0,,3,6,,2.0,2.0,,,
25,"Hall, Barry",8,5.0,2.0,10,,1.0,4.0,1.0,,,,,3.0,3.0,,7,4,3.0,1.0,,,,
7,"Hayes, Lenny",6,1.0,5.0,11,,,,2.0,2.0,3.0,2.0,2.0,1.0,,,7,5,1.0,,1.0,1.0,,
24,"Heatley, Jason",3,3.0,2.0,5,2.0,1.0,,1.0,,,,,,,,1,3,,2.0,,,,
8,"Hudghton, Max",5,4.0,5.0,10,,,,,1.0,,,1.0,,,,3,7,,,3.0,,,
5,"Jones, Austinn",8,4.0,4.0,12,,1.0,,1.0,3.0,1.0,,3.0,1.0,2.0,,5,8,,,,4.0,,
36,"Knowles, Brett",16,7.0,4.0,20,,,1.0,2.0,6.0,2.0,,,3.0,,,7,13,,,1.0,,,
23,"Loewe, Stewart",2,3.0,6.0,8,,,5.0,,,1.0,3.0,1.0,1.0,2.0,,7,2,2.0,1.0,2.0,,,
26,"McLaren, Joe",9,3.0,2.0,11,,,,1.0,3.0,3.0,1.0,,,,,4,7,,,1.0,,,
11,"Mitchell, Gavin",6,1.0,4.0,10,1.0,,,2.0,,4.0,2.0,1.0,2.0,1.0,,6,4,,,3.0,,,
28,"Ryan, Damien",7,3.0,1.0,8,,,,2.0,5.0,,,,,2.0,,1,7,,,1.0,,,
19,"Sziller, Steven",4,2.0,6.0,10,,,,1.0,2.0,,2.0,1.0,1.0,,,5,6,,,2.0,1.0,,
4,"Thompson, Andrew",12,1.0,10.0,22,1.0,,,2.0,1.0,5.0,7.0,1.0,2.0,,,7,14,,,,,,
15,"Wakelin, Darryl",6,3.0,,6,,,4.0,1.0,1.0,,,,2.0,1.0,,3,2,1.0,,2.0,,,
12,"Wakelin, Shane",9,4.0,7.0,16,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,8,8,,,1.0,,,
33,"Walton, Ben",11,2.0,5.0,16,,,1.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,,9,8,,,1.0,,,
20,"Young, Matthew",15,7.0,8.0,23,,,,,4.0,2.0,1.0,2.0,1.0,,,3,17,,,,1.0,,
Totals,Totals,175,72.0,94.0,269,7.0,3.0,45.0,27.0,40.0,37.0,36.0,24.0,27.0,19.0,,108,160,8.0,7.0,22.0,8.0,,
Opposition,Opposition,226,102.0,177.0,403,15.0,16.0,31.0,41.0,29.0,57.0,40.0,38.0,19.0,27.0,6.0,149,265,16.0,17.0,27.0,5.0,,
