Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",15,4,5,20,1,1.0,,6.0,1.0,8.0,,3.0,,1.0,,7.0,13.0,,,2.0,1.0,,100.0
20,"Black, Simon",9,2,12,21,2,,,2.0,,2.0,5.0,3.0,,,,10.0,11.0,,,1.0,,,94.0
36,"Bradshaw, Daniel",2,2,,2,,,,,,1.0,,,,,,,2.0,,,,,,65.0
16,"Brown, Jonathan",12,10,8,20,,1.0,,2.0,,8.0,,1.0,,,,6.0,14.0,2.0,1.0,1.0,,1.0,100.0
1,"Caracella, Blake",10,5,5,15,3,,,1.0,1.0,3.0,2.0,,1.0,,,12.0,3.0,3.0,2.0,,,1.0,83.0
19,"Charman, Jamie",3,3,1,4,3,,17.0,,,1.0,1.0,,1.0,,,2.0,2.0,1.0,2.0,,,,65.0
30,"Copeland, Robert",11,5,2,13,,,,1.0,3.0,,,3.0,1.0,1.0,,6.0,8.0,2.0,,4.0,,,96.0
14,"Hadley, Richard",2,2,3,5,,,,,,,1.0,,,,,2.0,3.0,,,1.0,,,31.0
32,"Hart, Shaun",9,3,5,14,,,,5.0,1.0,3.0,1.0,1.0,,1.0,,3.0,10.0,,,2.0,2.0,,82.0
2,"Johnson, Chris",11,9,9,20,1,1.0,,1.0,4.0,3.0,1.0,3.0,,1.0,,8.0,11.0,2.0,4.0,1.0,3.0,,100.0
44,"Lappin, Nigel",17,7,12,29,,,,4.0,2.0,4.0,8.0,1.0,,,3.0,12.0,16.0,1.0,1.0,2.0,3.0,,100.0
23,"Leppitsch, Justin",5,5,7,12,,,1.0,1.0,1.0,,,,,,,4.0,8.0,1.0,,6.0,1.0,,100.0
11,"Lynch, Alastair",7,4,2,9,4,2.0,,,,,,3.0,2.0,,,4.0,4.0,,4.0,,,,69.0
26,"Macdonald, Joel",4,1,2,6,,,,1.0,2.0,,,,1.0,,,3.0,3.0,,,1.0,,,93.0
9,"McGrath, Ashley",7,4,5,12,1,1.0,,2.0,2.0,3.0,,3.0,,1.0,,4.0,7.0,,1.0,1.0,2.0,1.0,79.0
25,"McLaren, Dylan",2,2,4,6,,,7.0,1.0,,2.0,,,,,,1.0,5.0,,,,,,35.0
15,"Michael, Mal",6,7,5,11,,,3.0,,4.0,,,,,,,5.0,5.0,3.0,,8.0,,,97.0
8,"Notting, Tim",6,4,7,13,,,1.0,3.0,,5.0,4.0,5.0,,2.0,,4.0,9.0,,1.0,1.0,,1.0,69.0
13,"Pike, Martin",16,10,2,18,1,3.0,1.0,1.0,1.0,4.0,,,,,,3.0,16.0,1.0,2.0,2.0,1.0,,71.0
6,"Power, Luke",23,5,7,30,,1.0,,,5.0,5.0,8.0,1.0,,,,16.0,15.0,,,1.0,2.0,1.0,100.0
22,"Scott, Chris",10,5,3,13,,,,2.0,4.0,1.0,1.0,,1.0,,,3.0,10.0,,,1.0,,,83.0
3,"Voss, Michael",13,5,8,21,1,1.0,,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,7.0,14.0,1.0,1.0,,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,104,114,314,17,12.0,30.0,34.0,33.0,56.0,35.0,28.0,8.0,8.0,3.0,122.0,189.0,17.0,19.0,35.0,15.0,5.0,
Opposition,Opposition,183,86,130,313,14,12.0,25.0,30.0,42.0,45.0,32.0,22.0,8.0,8.0,3.0,129.0,184.0,19.0,17.0,39.0,14.0,5.0,
