Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
11,"Banner, Mitchell",21y 41d,13 (4-0-9 30.77%),8 (0.62),←,
10,"Boak, Travis",22y 349d,84 (36-0-48 42.86%),43 (0.51),←,
1,"Cassisi, Domenic",28y 297d,178 (93-1-84 52.53%),71 (0.40),←,
30,"Chaplin, Troy",25y 143d,117 (49-1-67 42.31%),10 (0.09),←,
35,"Cornes, Chad",31y 246d,237 (133-1-103 56.33%),173 (0.73),←,
18,"Cornes, Kane",28y 192d,220 (116-1-103 52.95%),81 (0.37),←,
33,"Ebert, Brett",27y 240d,146 (67-1-78 46.23%),212 (1.45),←,
17,"Gray, Robbie",23y 108d,62 (24-0-38 38.71%),94 (1.52),←,
8,"Hartlett, Hamish",20y 336d,29 (8-0-21 27.59%),14 (0.48),←,
2,"Hitchcock, Cameron",21y 13d,26 (8-0-18 30.77%),25 (0.96),←,
16,"Jacobs, Ben",19y 188d,9 (1-0-8 11.11%),2 (0.22),←,
23,"Lobbe, Matthew",22y 154d,7 (2-0-5 28.57%),,←,
44,"Logan, Tom",26y 14d,88 (30-0-58 34.09%),22 (0.25),85 (30-0-55 35.29%),22 (0.26)
13,"OShea, Cameron",19y 125d,14 (2-0-12 14.29%),3 (0.21),←,
6,"Pearce, Danyle",25y 100d,128 (53-0-75 41.41%),72 (0.56),←,
36,"Pettigrew, Michael",26y 122d,101 (44-0-57 43.56%),25 (0.25),←,
15,"Rodan, David",27y 281d,161 (60-0-101 37.27%),123 (0.76),96 (41-0-55 42.71%),80 (0.83)
3,"Salopek, Steven",26y 25d,115 (54-0-61 46.96%),51 (0.44),←,
19,"Salter, Nick",23y 351d,18 (6-0-12 33.33%),12 (0.67),←,
28,"Schulz, Jay",26y 89d,98 (34-2-62 35.71%),115 (1.17),27 (10-0-17 37.04%),57 (2.11)
21,"Thomas, Matt",24y 139d,64 (20-0-44 31.25%),20 (0.31),←,
12,"Trengove, Jackson",20y 256d,35 (9-0-26 25.71%),5 (0.14),←,
Totals,Totals,24y 190d,1950 (853-7-1090 43.74%),1181 (0.61),,
C,"Primus, Matthew",36y 185d,23 (7-0-16 30.43%),,←,
