Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Bews, Andrew",18,6,10,28,,4.0,,2.0,,,,,,1.0,1.0,,,,,,,,
16,"Brownless, Bill",8,3,8,16,,,4.0,3.0,,,,,1.0,1.0,,,,,,,,,
36,"Cameron, David",10,4,4,14,1,3.0,,2.0,,,,,1.0,,,,,,,,,,
13,"Cameron, Gary",17,5,10,27,,1.0,,3.0,,,,,4.0,1.0,,,,,,,,,
7,"Couch, Paul",14,4,20,34,,1.0,,1.0,,,,,,1.0,,,,,,,,,
28,"Darcy, Tim",9,2,9,18,,,,1.0,,,,,,,,,,,,,,,
18,"Denham, Sean",4,1,8,12,,2.0,,2.0,,,,,1.0,4.0,,,,,,,,,
14,"Flanigan, Darren",15,8,8,23,2,,11.0,,,,,,4.0,2.0,,,,,,,,,
48,"Gurrie, Michael",7,1,5,12,,,,2.0,,,,,2.0,,,,,,,,,,
25,"Hamilton, Shane",7,2,1,8,,,,1.0,,,,,,,,,,,,,,,
39,"Hinkley, Ken",4,4,6,10,,,,1.0,,,,,,2.0,,,,,,,,,
1,"Hocking, Steve",5,2,9,14,,,,5.0,,,,,,1.0,,,,,,,,,
12,"Malakellis, Spiro",13,2,6,19,,,,2.0,,,,,1.0,1.0,,,,,,,,,
38,"McCrabb, Austin",11,5,8,19,,,,1.0,,,,,2.0,,,,,,,,,,
11,"Morgan, Darren",7,2,7,14,1,2.0,,1.0,,,,,,,,,,,,,,,
24,"Poole, Trevor",8,3,8,16,2,2.0,,,,,,,3.0,3.0,,,,,,,,,
20,"Rogers, Andrew",5,2,4,9,,,,2.0,,,,,4.0,1.0,,,,,,,,,
8,"Scott, Robert",18,3,1,19,2,5.0,,4.0,,,,,,1.0,,,,,,,,,
9,"Sterrett, Ray",12,3,7,19,,2.0,,3.0,,,,,,2.0,,,,,,,,,
26,"Stoneham, Barry",19,7,6,25,1,2.0,,5.0,,,,,4.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,69,145,356,9,28.0,15.0,41.0,,,,,27.0,23.0,1.0,,,,,,,,
Opposition,Opposition,186,80,115,301,13,18.0,15.0,35.0,,,,,23.0,27.0,5.0,,,,,,,,
