Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",13,2,19,32,3,,,6.0,2.0,3.0,7.0,6.0,4.0,3.0,2.0,15.0,18.0,,,1.0,1.0,1.0,84.0
21,"Black, Heath",21,6,7,28,1,1.0,,2.0,2.0,9.0,,3.0,1.0,2.0,,3.0,24.0,1.0,,1.0,6.0,2.0,91.0
24,"Campbell, Adam",3,2,3,6,,1.0,1.0,,,1.0,,1.0,,,,4.0,2.0,1.0,,1.0,,,53.0
9,"Carr, Matthew",6,6,14,20,,,,6.0,2.0,2.0,,1.0,,1.0,,6.0,13.0,1.0,,,,1.0,93.0
13,"Collard, Clayton",3,1,1,4,1,,,2.0,,,1.0,,1.0,,,1.0,2.0,,,1.0,,,53.0
10,"Cook, Troy",5,1,4,9,1,,,4.0,1.0,,1.0,,1.0,,,6.0,3.0,,1.0,,,1.0,67.0
15,"Crowley, Ryan",3,4,9,12,,,,2.0,,2.0,5.0,1.0,1.0,,,8.0,5.0,,,2.0,,,67.0
25,"Dodd, Steven",10,4,6,16,,,,2.0,3.0,1.0,,6.0,1.0,4.0,,8.0,8.0,,,8.0,2.0,,96.0
14,"Grover, Antoni",7,5,5,12,,,1.0,,3.0,,1.0,3.0,,1.0,,2.0,10.0,1.0,,4.0,1.0,,100.0
4,"Hasleby, Paul",11,4,22,33,,1.0,,7.0,1.0,3.0,2.0,2.0,,1.0,3.0,10.0,23.0,,,,,,80.0
43,"Hayden, Roger",11,5,5,16,,,,5.0,2.0,3.0,2.0,3.0,1.0,,,6.0,9.0,,,7.0,7.0,,90.0
11,"Headland, Des",10,4,9,19,1,,,1.0,2.0,5.0,3.0,3.0,,3.0,,4.0,14.0,,,1.0,3.0,1.0,63.0
37,"Johnson, Michael",10,7,8,18,1,1.0,,3.0,2.0,3.0,2.0,4.0,1.0,3.0,,4.0,13.0,1.0,1.0,3.0,,,89.0
8,"McManus, Shaun",8,2,9,17,,,,4.0,2.0,3.0,,2.0,1.0,2.0,,5.0,12.0,1.0,,3.0,1.0,,84.0
18,"McPharlin, Luke",19,20,10,29,,,3.0,3.0,7.0,,,2.0,1.0,1.0,,5.0,24.0,1.0,,2.0,4.0,,100.0
16,"Mundy, David",9,6,9,18,,,,,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,12.0,,,2.0,,,88.0
29,"Pavlich, Matthew",14,8,1,15,3,3.0,,2.0,,4.0,1.0,2.0,1.0,,,5.0,10.0,2.0,3.0,2.0,,,100.0
7,"Peake, Brett",4,3,6,10,,,,1.0,1.0,1.0,,1.0,,,,1.0,9.0,,,1.0,5.0,,64.0
31,"Sandilands, Aaron",7,3,8,15,,,23.0,,2.0,2.0,5.0,3.0,,2.0,,8.0,7.0,1.0,,1.0,,1.0,82.0
6,"Solomon, Dean",13,9,6,19,1,,,4.0,1.0,3.0,2.0,4.0,,2.0,,7.0,12.0,,1.0,1.0,1.0,1.0,84.0
17,"Tarrant, Chris",11,7,2,13,3,2.0,,2.0,,1.0,,4.0,2.0,,,8.0,4.0,3.0,3.0,1.0,,2.0,94.0
22,"Thornton, Scott",4,5,6,10,,,,,,,,,,,,1.0,9.0,,,2.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,114,169,371,15,11.0,28.0,56.0,35.0,47.0,33.0,53.0,17.0,26.0,5.0,122.0,243.0,13.0,9.0,44.0,31.0,10.0,
Opposition,Opposition,193,97,101,294,6,19.0,29.0,56.0,30.0,50.0,28.0,35.0,26.0,17.0,1.0,108.0,186.0,5.0,9.0,28.0,29.0,5.0,
