Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Greg",30,6,4,34,1,,,1.0,,,,,,1.0,3.0,,,,,,,,
8,"Bewick, Darren",19,7,12,31,2,2.0,,1.0,,,,,3.0,,2.0,,,,,,,,
40,"Burns, Adrian",5,2,4,9,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
23,"Cransberg, Peter",3,1,3,6,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Daniher, Anthony",12,12,15,27,,,,2.0,,,,,,,,,,,,,,,
7,"Daniher, Chris",12,3,12,24,,,,5.0,,,,,,1.0,,,,,,,,,
36,"Daniher, Neale",7,7,1,8,3,4.0,,,,,,,,1.0,,,,,,,,,
5,"Daniher, Terry",9,7,6,15,1,,,,,,,,,,,,,,,,,,
29,"Grenvold, David",11,2,13,24,,,,3.0,,,,,2.0,1.0,1.0,,,,,,,,
16,"Hamilton, Paul",3,5,6,9,,1.0,,1.0,,,,,,2.0,,,,,,,,,
39,"Johnston, David",5,1,4,9,,,,2.0,,,,,1.0,,,,,,,,,,
4,"Long, Michael",5,4,11,16,,,,1.0,,,,,,1.0,,,,,,,,,
27,"Madden, Simon",7,7,3,10,3,1.0,8.0,,,,,,1.0,5.0,,,,,,,,,
35,"McMullin, Ian",10,2,6,16,1,,,,,,,,1.0,1.0,,,,,,,,,
12,"OBrien, Craig",7,,3,10,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
10,"ODonnell, Gary",10,4,5,15,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"Somerville, Peter",6,4,3,9,1,,3.0,1.0,,,,,2.0,4.0,,,,,,,,,
17,"Sporn, Kieran",23,13,7,30,4,3.0,,1.0,,,,,,1.0,,,,,,,,,
26,"Thompson, Mark",10,4,5,15,,,,1.0,,,,,1.0,2.0,,,,,,,,,
30,"Walsh, Kevin",7,2,5,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,93,128,329,19,14.0,11.0,26.0,,,,,16.0,25.0,6.0,,,,,,,,
Opposition,Opposition,185,77,101,286,13,15.0,13.0,25.0,,,,,25.0,16.0,,,,,,,,,
