Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",17,9,9,26,2,1.0,,3.0,1.0,6.0,2.0,1.0,2.0,,,6.0,20.0,1.0,1.0,2.0,1.0,4.0,74.0
17,"Burns, Scott",7,6,12,19,,1.0,,3.0,,3.0,4.0,2.0,2.0,1.0,,9.0,10.0,1.0,,,1.0,,74.0
8,"Clement, James",8,6,6,14,,,,1.0,3.0,2.0,,1.0,,,,4.0,8.0,1.0,,1.0,2.0,,100.0
34,"Cloke, Jason",13,10,5,18,,,3.0,,2.0,2.0,1.0,5.0,1.0,3.0,,3.0,13.0,,,,,,91.0
32,"Cloke, Travis",9,5,,9,1,2.0,,3.0,,4.0,,3.0,,3.0,,2.0,8.0,,,1.0,,,95.0
4,"Didak, Alan",10,4,3,13,1,1.0,,3.0,,4.0,,4.0,,1.0,,2.0,11.0,,1.0,,,,96.0
15,"Egan, Chris",7,4,4,11,,,,1.0,2.0,3.0,1.0,2.0,,,,1.0,10.0,,,,,,69.0
25,"Fraser, Josh",6,4,4,10,1,,16.0,1.0,,2.0,3.0,2.0,2.0,,,4.0,6.0,,1.0,1.0,,,85.0
6,"Holland, Brodie",18,5,11,29,,,,5.0,1.0,2.0,4.0,3.0,2.0,,,11.0,18.0,,,,,,89.0
37,"Iles, Sam",4,5,3,7,,,,2.0,,2.0,,1.0,,,,1.0,6.0,,,,,,62.0
26,"Johnson, Ben",22,10,8,30,1,2.0,,4.0,3.0,5.0,1.0,7.0,1.0,3.0,,4.0,27.0,,1.0,2.0,4.0,,91.0
18,"Licuria, Paul",14,9,13,27,,,,1.0,3.0,2.0,,2.0,1.0,1.0,,7.0,20.0,,,,1.0,,83.0
24,"Lockyer, Tarkyn",10,9,6,16,1,,,4.0,,2.0,,1.0,2.0,,,6.0,11.0,,1.0,1.0,,2.0,95.0
43,"Lumumba, Heritier",1,2,2,3,,,,1.0,1.0,,,,1.0,,,2.0,2.0,1.0,,1.0,1.0,,28.0
27,"Maxwell, Nick",7,4,5,12,,,,1.0,4.0,1.0,1.0,1.0,,,,2.0,10.0,,,11.0,,,95.0
11,"OBree, Shane",12,8,5,17,1,,,3.0,,3.0,,1.0,,,,2.0,15.0,,1.0,1.0,1.0,1.0,76.0
23,"Rocca, Anthony",5,4,2,7,,3.0,4.0,1.0,,1.0,1.0,1.0,,1.0,,4.0,3.0,2.0,3.0,,,1.0,65.0
2,"Rusling, Sean",8,7,1,9,3,2.0,,2.0,,,,,,,,1.0,8.0,,6.0,2.0,,1.0,100.0
39,"Shaw, Heath",27,11,6,33,1,1.0,,4.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,8.0,23.0,1.0,,3.0,2.0,,100.0
22,"Shaw, Rhyce",8,5,11,19,,,,3.0,,1.0,3.0,3.0,,1.0,,5.0,14.0,,,4.0,,,92.0
36,"Swan, Dane",16,11,3,19,,,,3.0,5.0,2.0,,1.0,,1.0,,5.0,14.0,,,1.0,,1.0,95.0
14,"Wakelin, Shane",2,4,4,6,,,,1.0,,,,1.0,,,,2.0,4.0,1.0,,1.0,,,45.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,142,123,354,12,17.0,23.0,50.0,30.0,50.0,23.0,46.0,16.0,16.0,2.0,91.0,261.0,8.0,15.0,32.0,13.0,10.0,
Opposition,Opposition,228,124,120,348,12,15.0,34.0,33.0,38.0,44.0,34.0,46.0,16.0,16.0,4.0,109.0,241.0,8.0,13.0,49.0,19.0,8.0,
