West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",13,5,9,22,,,,,1.0,4.0,,1.0,2.0,,,9.0,14.0,,,1.0,,,
10,"Braun, Michael",20,12,13,33,2,,,1.0,,6.0,4.0,7.0,1.0,1.0,2.0,7.0,24.0,,1.0,,,,
15,"Chambers, Callum",7,2,2,9,,2.0,,1.0,,2.0,1.0,2.0,,,,7.0,4.0,1.0,1.0,1.0,,,
9,"Cousins, Ben",16,5,10,26,1,1.0,,1.0,1.0,7.0,2.0,1.0,,1.0,1.0,13.0,13.0,,,1.0,,,
14,"Cummings, Scott",7,3,3,10,5,2.0,,1.0,,,,3.0,,1.0,,3.0,7.0,1.0,3.0,1.0,,,
29,"Donnelly, Andrew",12,8,9,21,,,,3.0,2.0,2.0,,1.0,2.0,2.0,,9.0,13.0,,,3.0,,,
32,"Embley, Andrew",7,4,6,13,1,1.0,,5.0,,2.0,2.0,2.0,1.0,2.0,,6.0,9.0,,1.0,2.0,,,
19,"Gardiner, Michael",13,6,3,16,1,,24.0,2.0,,6.0,3.0,1.0,2.0,1.0,,7.0,8.0,1.0,2.0,3.0,,,
7,"Gehrig, Fraser",13,9,2,15,5,2.0,1.0,2.0,,5.0,,3.0,,4.0,,5.0,10.0,3.0,5.0,1.0,1.0,,
23,"Glass, Darren",5,5,8,13,,,,1.0,1.0,,1.0,1.0,,,,4.0,9.0,1.0,1.0,2.0,,,
27,"Jakovich, Glen",12,1,2,14,,,1.0,,3.0,,1.0,,,,,6.0,8.0,,,1.0,2.0,,
18,"Jones, Rowan",5,2,10,15,,1.0,,3.0,,2.0,1.0,2.0,,,,7.0,8.0,,,1.0,,,
2,"Kemp, Dean",24,6,14,38,,,,1.0,4.0,7.0,8.0,5.0,2.0,,3.0,13.0,21.0,1.0,,1.0,1.0,,
33,"Matera, Phillip",7,1,3,10,1,4.0,,1.0,,,,,2.0,1.0,,6.0,4.0,,1.0,,,,
11,"McIntosh, Ashley",6,2,4,10,,,,2.0,,,1.0,,,1.0,,5.0,5.0,1.0,,2.0,,,
8,"Metropolis, Daniel",12,5,4,16,1,,,1.0,5.0,3.0,1.0,1.0,1.0,,,5.0,10.0,,,2.0,,,
5,"Morrison, Chad",12,2,8,20,,,,,4.0,,,4.0,,,,6.0,9.0,,,2.0,1.0,,
42,"Rintoul, Chad",10,3,7,17,,,1.0,,1.0,3.0,2.0,2.0,,,,8.0,10.0,1.0,,2.0,,,
22,"Stone, Nicholas",2,,1,3,,,,1.0,,2.0,,1.0,,,,2.0,1.0,,,,,,
16,"Symmons, Paul",4,2,,4,,,,,1.0,,1.0,1.0,,,,,4.0,,,1.0,,,
50,"Turnbull, Ryan",1,2,2,3,,,1.0,,,,,,,,,2.0,2.0,,,1.0,,,
13,"Wooden, Josh",11,3,9,20,,,,1.0,3.0,6.0,2.0,2.0,1.0,,,12.0,10.0,,,2.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,88,129,348,17,16.0,28.0,27.0,26.0,57.0,30.0,40.0,14.0,14.0,6.0,142.0,203.0,10.0,15.0,30.0,6.0,,
Opposition,Opposition,215,76,115,330,13,10.0,26.0,19.0,32.0,46.0,35.0,38.0,14.0,14.0,,147.0,179.0,7.0,9.0,28.0,4.0,,
