Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",25y 129d,148 (80-0-68 54.05%),130 (0.88),←,
17,"Bruce, Josh",28y 298d,133 (54-1-78 40.98%),199 (1.50),20 (12-0-8 60.00%),28 (1.40)
31,"Dale, Bailey",24y 254d,62 (32-0-30 51.61%),62 (1.00),←,
35,"Daniel, Caleb",24y 269d,112 (60-0-52 53.57%),31 (0.28),←,
5,"Dunkley, Josh",24y 83d,81 (45-0-36 55.56%),44 (0.54),←,
15,"Duryea, Taylor",29y 343d,138 (96-1-41 69.93%),23 (0.17),20 (14-0-6 70.00%),2 (0.10)
44,"English, Tim",23y 235d,50 (27-0-23 54.00%),22 (0.44),←,
43,"Gardner, Ryan",23y 305d,15 (9-0-6 60.00%),2 (0.13),←,
7,"Hunter, Lachie",26y 110d,141 (74-0-67 52.48%),61 (0.43),←,
39,"Johannisen, Jason",28y 145d,145 (71-0-74 48.97%),47 (0.32),←,
42,"Keath, Alex",29y 72d,51 (29-1-21 57.84%),2 (0.04),21 (13-0-8 61.90%),1 (0.05)
21,"Liberatore, Tom",28y 321d,151 (69-0-82 45.70%),50 (0.33),←,
27,"Lipinski, Patrick",22y 259d,48 (25-0-23 52.08%),29 (0.60),←,
11,"Macrae, Jack",26y 242d,162 (84-0-78 51.85%),37 (0.23),←,
8,"Martin, Stefan",34y 136d,193 (61-1-131 31.87%),47 (0.24),3 (3-0-0 100.00%),1 (0.33)
30,"McNeil, Lachlan",20y 52d,3 (3-0-0 100.00%),2 (0.67),←,
33,"Naughton, Aaron",21y 123d,56 (30-0-26 53.57%),56 (1.00),←,
28,"Scott, Anthony",26y 33d,3 (3-0-0 100.00%),1 (0.33),←,
6,"Smith, Bailey",20y 116d,44 (25-0-19 56.82%),20 (0.45),←,
1,"Treloar, Adam",28y 24d,176 (73-1-102 41.76%),100 (0.57),3 (3-0-0 100.00%),3 (1.00)
23,"Vandermeer, Laitham",22y 58d,15 (9-0-6 60.00%),12 (0.80),←,
34,"Williams, Bailey",23y 174d,62 (32-0-30 51.61%),10 (0.16),←,
10,"Wood, Easton",31y 210d,174 (90-0-84 51.72%),18 (0.10),←,
Totals,Totals,25y 316d,2163 (1081-5-1077 49.98%),1005 (0.46),,
C,"Beveridge, Luke",50y 222d,137 (77-0-60 56.20%),,←,
