Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",30y 299d,140 (87-1-52 62.50%),8 (0.06),122 (80-1-41 65.98%),4 (0.03)
7,"Burgoyne, Peter",28y 97d,180 (104-3-73 58.61%),177 (0.98),←,
8,"Burgoyne, Shaun",23y 197d,88 (65-0-23 73.86%),91 (1.03),←,
25,"Cassisi, Domenic",23y 226d,73 (49-1-23 67.81%),31 (0.42),←,
30,"Chaplin, Troy",20y 72d,14 (6-1-7 46.43%),,←,
35,"Cornes, Chad",26y 175d,147 (94-1-52 64.29%),123 (0.84),←,
18,"Cornes, Kane",23y 121d,99 (66-1-32 67.17%),49 (0.49),←,
37,"Deluca, Fabian",19y 99d,2 (0-0-2 0.00%),,←,
17,"Dew, Stuart",26y 261d,166 (96-3-67 58.73%),234 (1.41),←,
33,"Ebert, Brett",22y 169d,39 (20-1-18 52.56%),38 (0.97),←,
5,"Lade, Brendon",29y 300d,154 (89-3-62 58.77%),132 (0.86),←,
34,"Lonie, Nathan",23y 63d,69 (22-0-47 31.88%),37 (0.54),5 (2-0-3 40.00%),2 (0.40)
22,"Mahoney, Josh",28y 187d,73 (37-0-36 50.68%),65 (0.89),43 (27-0-16 62.79%),55 (1.28)
15,"Motlop, Daniel",24y 51d,53 (22-1-30 42.45%),56 (1.06),6 (2-0-4 33.33%),3 (0.50)
16,"Pearce, Danyle",20y 29d,13 (6-0-7 46.15%),12 (0.92),←,
36,"Pettigrew, Michael",21y 51d,21 (10-0-11 47.62%),13 (0.62),←,
3,"Salopek, Steven",20y 319d,32 (20-0-12 62.50%),12 (0.38),←,
12,"Shattock, Aaron",26y 4d,68 (39-2-27 58.82%),16 (0.24),11 (4-1-6 40.91%),1 (0.09)
1,"Tredrea, Warren",27y 133d,182 (109-2-71 60.44%),413 (2.27),←,
2,"Wakelin, Darryl",31y 268d,231 (131-2-98 57.14%),12 (0.05),116 (78-1-37 67.67%),4 (0.03)
42,"Walsh, Peter",29y 286d,133 (65-1-67 49.25%),36 (0.27),29 (14-1-14 50.00%),5 (0.17)
24,"White, Damon",22y 263d,24 (12-1-11 52.08%),20 (0.83),←,
Totals,Totals,25y 1d,2001 (1149-24-828 57.42%),1575 (0.79),,
C,"Williams, Mark",47y 258d,173 (106-2-65 61.85%),,←,
