Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",11,3.0,5,16,,,,1.0,4.0,,,3.0,1.0,1.0,,5,11,,,3.0,,,78.0
18,"Cameron, Jeremy",9,5.0,3,12,4.0,,,3.0,,1.0,1.0,3.0,,2.0,,3,9,,1.0,2.0,,,86.0
1,"Davis, Phil",10,5.0,4,14,,,,2.0,4.0,1.0,,3.0,3.0,1.0,,6,7,1.0,,7.0,,1.0,93.0
4,"Greene, Toby",11,6.0,5,16,1.0,2.0,,2.0,,7.0,1.0,4.0,1.0,2.0,,8,9,2.0,3.0,,,1.0,91.0
32,"Griffen, Ryan",9,2.0,7,16,,1.0,,3.0,1.0,2.0,5.0,5.0,,1.0,,9,7,,,,3.0,,77.0
19,"Haynes, Nick",9,7.0,4,13,,,,2.0,3.0,2.0,,3.0,1.0,2.0,,4,9,2.0,,3.0,1.0,,81.0
17,"Johnson, Steve",14,7.0,4,18,1.0,2.0,,2.0,,3.0,,4.0,1.0,,,5,10,,4.0,1.0,,2.0,88.0
22,"Kelly, Josh",11,3.0,16,27,,,,3.0,2.0,4.0,3.0,1.0,1.0,,,11,18,,,1.0,,1.0,91.0
40,"Kennedy, Adam",6,2.0,5,11,,,,2.0,2.0,,,3.0,2.0,2.0,,2,10,,,2.0,,,87.0
15,"Kennedy, Matthew",5,2.0,9,14,1.0,,,1.0,,1.0,2.0,2.0,1.0,,,5,8,1.0,,1.0,,,75.0
37,"Lobb, Rory",6,5.0,5,11,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,3.0,,,7,4,3.0,2.0,,,1.0,92.0
41,"Mumford, Shane",1,3.0,8,9,,,41.0,5.0,,,5.0,3.0,4.0,3.0,,7,3,,,1.0,,,92.0
25,"Mzungu, Tendai",2,,2,4,,,,2.0,1.0,,1.0,,,,,1,3,,,,1.0,,24.0
12,"Patton, Jonathon",7,3.0,2,9,1.0,,,1.0,1.0,,,1.0,2.0,,,4,5,1.0,,2.0,,,79.0
9,"Scully, Tom",14,5.0,11,25,2.0,,,2.0,2.0,5.0,2.0,5.0,1.0,1.0,,8,17,,,,3.0,1.0,92.0
23,"Shaw, Heath",21,6.0,2,23,,,,,9.0,,,2.0,1.0,,,5,14,1.0,,1.0,3.0,,86.0
5,"Shiel, Dylan",15,4.0,10,25,,,,3.0,1.0,4.0,9.0,5.0,1.0,2.0,,12,12,,,1.0,,1.0,69.0
10,"Smith, Devon",10,4.0,3,13,3.0,,,1.0,,5.0,1.0,2.0,,1.0,,3,10,,1.0,,,2.0,81.0
14,"Taranto, Tim",10,,3,13,,,,2.0,2.0,5.0,3.0,3.0,,2.0,,6,6,,,1.0,,,74.0
20,"Tomlinson, Adam",9,6.0,3,12,,,,2.0,5.0,,,1.0,,,,2,10,,,6.0,,,97.0
8,"Ward, Callan",8,3.0,13,21,,1.0,,3.0,,1.0,3.0,1.0,,1.0,,8,12,,,2.0,1.0,1.0,89.0
29,"Williams, Zac",17,7.0,10,27,,,,4.0,5.0,5.0,1.0,4.0,1.0,1.0,,9,16,1.0,,,1.0,,78.0
Totals,Totals,215,88.0,134,349,14.0,7.0,43.0,50.0,42.0,47.0,38.0,59.0,24.0,22.0,,130,210,12.0,11.0,34.0,13.0,11.0,
Opposition,Opposition,230,91.0,185,415,22.0,15.0,31.0,60.0,32.0,65.0,39.0,58.0,22.0,24.0,6.0,147,268,7.0,18.0,55.0,14.0,18.0,
