Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",,,1,1,,,,,,,1.0,,1.0,,,2.0,,,,,,,5.0
18,"Cameron, Jeremy",10,7,2,12,5,2.0,,1.0,,3.0,,,,,,5.0,7.0,3.0,6.0,,,,88.0
3,"Coniglio, Stephen",16,6,16,32,1,2.0,1.0,8.0,1.0,6.0,4.0,2.0,,1.0,,11.0,21.0,,1.0,,,2.0,93.0
4,"Greene, Toby",14,9,8,22,3,1.0,,3.0,,7.0,1.0,5.0,1.0,3.0,2.0,3.0,20.0,1.0,1.0,,,2.0,95.0
19,"Haynes, Nick",12,6,3,15,,,,3.0,4.0,,,1.0,2.0,,,7.0,6.0,2.0,,6.0,,,81.0
2,"Hopper, Jacob",8,6,10,18,,,,3.0,,,3.0,3.0,,,,8.0,11.0,,,3.0,,1.0,72.0
17,"Johnson, Steve",10,3,4,14,2,,,5.0,,1.0,1.0,2.0,2.0,,,7.0,6.0,,,1.0,,,90.0
22,"Kelly, Josh",11,6,6,17,,,,3.0,1.0,3.0,1.0,1.0,1.0,,,3.0,15.0,,,1.0,,1.0,84.0
40,"Kennedy, Adam",14,9,5,19,,,,,2.0,1.0,1.0,4.0,,2.0,,4.0,14.0,,,5.0,2.0,1.0,91.0
37,"Lobb, Rory",5,7,6,11,,,3.0,3.0,,1.0,1.0,1.0,,,,6.0,5.0,4.0,1.0,2.0,,,94.0
39,"Mohr, Tim",3,,,3,,,,,1.0,1.0,,,1.0,,,1.0,2.0,,,1.0,,,18.0
41,"Mumford, Shane",3,6,10,13,,,42.0,5.0,,3.0,3.0,2.0,,1.0,,10.0,5.0,2.0,,6.0,,,92.0
7,"Palmer, Rhys",7,5,8,15,1,,,2.0,,4.0,2.0,1.0,1.0,,,5.0,11.0,,1.0,,,1.0,88.0
24,"Patfull, Joel",5,5,4,9,,,,,1.0,,,2.0,,2.0,,3.0,7.0,,,2.0,,,95.0
12,"Patton, Jonathon",10,9,3,13,,,,3.0,2.0,,,3.0,1.0,3.0,,5.0,8.0,2.0,2.0,4.0,,1.0,90.0
9,"Scully, Tom",11,7,10,21,1,,,2.0,2.0,5.0,2.0,3.0,1.0,3.0,,6.0,16.0,,,,,1.0,98.0
23,"Shaw, Heath",36,14,2,38,,,,6.0,14.0,2.0,,2.0,1.0,1.0,1.0,5.0,26.0,,,5.0,9.0,,96.0
5,"Shiel, Dylan",16,7,11,27,1,,,6.0,,2.0,7.0,3.0,1.0,,,8.0,19.0,,,1.0,1.0,,82.0
8,"Ward, Callan",16,8,14,30,,,,11.0,1.0,2.0,7.0,3.0,1.0,2.0,3.0,13.0,17.0,,,2.0,,,91.0
6,"Whitfield, Lachie",13,9,5,18,1,,,8.0,,7.0,1.0,3.0,,,,3.0,15.0,,,1.0,,1.0,90.0
29,"Williams, Zac",12,6,15,27,,,,8.0,5.0,1.0,1.0,3.0,,1.0,,12.0,16.0,,,2.0,,,85.0
16,"Wilson, Nathan",18,8,3,21,,,,3.0,6.0,2.0,,5.0,,2.0,,2.0,18.0,,,3.0,1.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,250,143,146,396,15,8.0,46.0,83.0,40.0,51.0,36.0,49.0,14.0,21.0,6.0,129.0,265.0,14.0,12.0,45.0,13.0,11.0,
Opposition,Opposition,191,80,178,369,10,13.0,38.0,54.0,32.0,51.0,34.0,47.0,21.0,14.0,,140.0,234.0,8.0,11.0,52.0,9.0,7.0,
