Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Anderson, Dean",18,4,2,20,1,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,
7,"Ayres, Gary",14,6,10,24,,,,3.0,,,,,2.0,1.0,,,,,,,,,
23,"Brereton, Dermott",17,12,4,21,6,1.0,,,,,,,2.0,2.0,,,,,,,,,
4,"Collins, Andrew",8,2,3,11,,,,3.0,,,,,2.0,1.0,,,,,,,,,
3,"Condon, Anthony",20,9,11,31,1,,,3.0,,,,,,2.0,3.0,,,,,,,,
32,"Cooper, Paul",16,4,8,24,,,,,,,,,1.0,1.0,,,,,,,,,
14,"Dear, Greg",9,4,6,15,,,11.0,2.0,,,,,3.0,1.0,,,,,,,,,
13,"Dear, Paul",9,6,11,20,1,1.0,5.0,4.0,,,,,,1.0,,,,,,,,,
9,"DiPierdomenico, Robert",15,7,9,24,1,2.0,,,,,,,1.0,2.0,,,,,,,,,
19,"Dunstall, Jason",2,,,2,1,,,,,,,,,,,,,,,,,,
33,"Hudson, Paul",5,3,3,8,,,,,,,,,1.0,1.0,,,,,,,,,
1,"Jencke, Ray",9,2,3,12,,,,1.0,,,,,5.0,1.0,,,,,,,,,
34,"Kennedy, John",11,4,12,23,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
12,"Lawrence, Stephen",6,3,1,7,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Morris, Russell",14,5,6,20,1,,,,,,,,4.0,1.0,2.0,,,,,,,,
35,"Morrissey, James",7,4,7,14,1,2.0,,1.0,,,,,,2.0,,,,,,,,,
44,"Platten, John",11,2,2,13,2,,,2.0,,,,,3.0,3.0,,,,,,,,,
18,"Pritchard, Darrin",7,,2,9,,,,2.0,,,,,,2.0,,,,,,,,,
30,"Schwab, Peter",14,2,5,19,,,,2.0,,,,,3.0,1.0,,,,,,,,,
17,"Tuck, Michael",8,3,3,11,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,82,108,328,16,12.0,19.0,25.0,,,,,31.0,26.0,6.0,,,,,,,,
Opposition,Opposition,187,56,92,279,10,18.0,13.0,32.0,,,,,26.0,31.0,,,,,,,,,
