Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Blakey, Nick",21,12,5,26,,,,1.0,9.0,3.0,,3.0,1.0,,2.0,8.0,17.0,3.0,,5.0,5.0,1.0,81.0
16,"Campbell, Braeden",8,3,6,14,,1.0,,1.0,1.0,3.0,,1.0,,,,3.0,10.0,1.0,,,,,67.0
4,"Clarke, Ryan",3,1,4,7,,1.0,,5.0,,,,3.0,,3.0,,2.0,7.0,,,,,,78.0
7,"Cunningham, Harry",10,7,10,20,,1.0,,3.0,5.0,,,1.0,,,,3.0,17.0,,1.0,2.0,,,92.0
13,"Florent, Oliver",8,2,7,15,,,,1.0,3.0,2.0,,,,,,2.0,8.0,,,1.0,,,79.0
42,"Fox, Robbie",14,4,10,24,,,,2.0,4.0,2.0,,4.0,,1.0,,8.0,15.0,1.0,,6.0,,,92.0
10,"Francis, Aaron",7,4,2,9,,,,1.0,3.0,1.0,,2.0,2.0,,,5.0,4.0,2.0,,4.0,,,85.0
23,"Franklin, Lance",4,1,3,7,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,4.0,,,1.0,,,93.0
21,"Gulden, Errol",13,6,8,21,1,1.0,,5.0,6.0,1.0,3.0,,1.0,,,7.0,14.0,,2.0,2.0,,,88.0
9,"Hayward, Will",13,7,7,20,1,,,6.0,2.0,4.0,,1.0,2.0,,,6.0,13.0,1.0,1.0,1.0,,,87.0
5,"Heeney, Isaac",9,1,10,19,,,,10.0,,5.0,7.0,2.0,1.0,,,14.0,4.0,1.0,,1.0,,,82.0
31,"Hickey, Tom",7,4,8,15,,,25.0,2.0,,2.0,3.0,6.0,,3.0,,8.0,7.0,,,5.0,,1.0,77.0
44,"Lloyd, Jake",23,6,12,35,,,,3.0,7.0,4.0,,2.0,,,,7.0,21.0,,,4.0,2.0,,84.0
46 ↓,"McAndrew, Lachlan",1,1,2,3,,,7.0,1.0,2.0,,,2.0,,1.0,,2.0,,1.0,,2.0,,,42.0
27,"McInerney, Justin",15,8,6,21,2,,,2.0,2.0,2.0,4.0,1.0,1.0,,,6.0,13.0,,2.0,1.0,,1.0,85.0
2,"McLean, Hayden",5,6,5,10,2,,,2.0,,,,2.0,,1.0,,8.0,2.0,4.0,2.0,1.0,,1.0,88.0
43,"Melican, Lewis",5,2,10,15,,,,2.0,1.0,1.0,,1.0,,1.0,,7.0,8.0,,,8.0,,,88.0
11,"Papley, Tom",16,5,1,17,1,,,1.0,2.0,5.0,1.0,4.0,,1.0,,7.0,12.0,2.0,2.0,3.0,,1.0,83.0
26,"Parker, Luke",13,1,8,21,,,,5.0,2.0,5.0,7.0,5.0,3.0,2.0,,13.0,8.0,,,,,1.0,90.0
8,"Rowbottom, James",9,1,8,17,,1.0,,12.0,1.0,2.0,1.0,9.0,2.0,1.0,,10.0,7.0,,,2.0,,,72.0
1,"Warner, Chad",17,2,12,29,2,1.0,,5.0,1.0,7.0,4.0,6.0,,3.0,3.0,8.0,24.0,,,2.0,,,81.0
37 ↑,"Warner, Corey",,,1,1,,,,,,,,,,,,,1.0,,,,,,6.0
15,"Wicks, Sam",10,3,6,16,2,1.0,,2.0,,2.0,1.0,1.0,,,,7.0,7.0,,1.0,3.0,,3.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,87,151,382,11,11.0,32.0,73.0,51.0,52.0,31.0,57.0,13.0,18.0,5.0,143.0,223.0,16.0,11.0,54.0,7.0,9.0,
Opposition,Opposition,218,94,151,369,6,15.0,38.0,65.0,41.0,59.0,37.0,47.0,18.0,13.0,1.0,144.0,219.0,17.0,11.0,40.0,11.0,5.0,
