Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
22,"Anthony, John",24y 92d,49 (30-0-19 61.22%),83 (1.69),6 (1-0-5 16.67%),3 (0.50)
1,"Ballantyne, Hayden",24y 279d,46 (25-0-21 54.35%),68 (1.48),←,
21,"Barlow, Michael",24y 124d,26 (13-0-13 50.00%),20 (0.77),←,
6,"Broughton, Greg",25y 204d,57 (24-0-33 42.11%),10 (0.18),←,
30,"Clarke, Zac",22y 23d,25 (8-0-17 32.00%),11 (0.44),←,
15,"Crowley, Ryan",28y 46d,119 (58-0-61 48.74%),89 (0.75),←,
3,"Dawson, Zac",26y 58d,81 (49-3-29 62.35%),4 (0.05),4 (3-0-1 75.00%),
40,"de Boer, Matt",22y 41d,57 (27-0-30 47.37%),16 (0.28),←,
41,"Duffield, Paul",27y 75d,94 (41-0-53 43.62%),22 (0.23),←,
32,"Hill, Stephen",21y 355d,71 (32-0-39 45.07%),43 (0.61),←,
5,"Ibbotson, Garrick",24y 36d,83 (32-0-51 38.55%),19 (0.23),←,
37,"Johnson, Michael",27y 183d,129 (63-0-66 48.84%),52 (0.40),←,
23,"Mayne, Chris",23y 170d,62 (30-0-32 48.39%),67 (1.08),←,
18,"McPharlin, Luke",30y 141d,192 (94-0-98 48.96%),113 (0.59),180 (86-0-94 47.78%),110 (0.61)
9,"McPhee, Adam",29y 197d,206 (87-1-118 42.48%),110 (0.53),64 (28-0-36 43.75%),27 (0.42)
16,"Mundy, David",26y 275d,144 (69-0-75 47.92%),57 (0.40),←,
13,"Mzungu, Tendai",26y 52d,18 (7-0-11 38.89%),15 (0.83),←,
27,"Neale, Lachie",18y 332d,1 (1-0-0 100.00%),,←,
29,"Pavlich, Matthew",30y 111d,260 (115-0-145 44.23%),494 (1.90),←,
46,"Pearce, Clancee",21y 180d,30 (11-0-19 36.67%),18 (0.60),←,
31,"Sandilands, Aaron",29y 136d,173 (87-0-86 50.29%),68 (0.39),←,
8,"Suban, Nick",21y 347d,52 (20-0-32 38.46%),15 (0.29),←,
Totals,Totals,25y 107d,1975 (923-4-1048 46.73%),1394 (0.71),,
C,"Lyon, Ross",45y 164d,125 (79-4-42 64.80%),,4 (3-0-1 75.00%),
