Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
32,"Bruce, Cameron",20y 330d,19 (12-0-7 63.16%),22 (1.16),←,
28,"Collins, Matthew",23y 205d,33 (20-0-13 60.61%),6 (0.18),19 (14-0-5 73.68%),4 (0.21)
33,"Farmer, Jeff",23y 62d,103 (45-0-58 43.69%),223 (2.17),←,
21,"Febey, Steven",31y 6d,237 (121-0-116 51.05%),33 (0.14),←,
18,"Green, Brad",19y 165d,19 (14-0-5 73.68%),27 (1.42),←,
4,"Grgic, Brent",20y 322d,62 (29-0-33 46.77%),29 (0.47),←,
27,"Ingerson, Anthony",30y 317d,147 (63-0-84 42.86%),40 (0.27),110 (47-0-63 42.73%),15 (0.14)
16,"Johnstone, Travis",20y 39d,41 (20-0-21 48.78%),35 (0.85),←,
36,"Leoncelli, Andrew",26y 39d,87 (40-0-47 45.98%),33 (0.38),←,
35,"McDonald, Anthony",28y 73d,78 (37-0-41 47.44%),34 (0.44),←,
9,"Neitz, David",25y 216d,157 (72-0-85 45.86%),239 (1.52),←,
44,"Nicholson, Alistair",22y 174d,29 (17-0-12 58.62%),,←,
7,"Powell, Stephen",23y 353d,54 (35-1-18 65.74%),50 (0.93),24 (16-0-8 66.67%),29 (1.21)
43,"Rigoni, Guy",26y 29d,69 (38-0-31 55.07%),23 (0.33),←,
24,"Robertson, Russell",21y 275d,56 (31-0-25 55.36%),73 (1.30),←,
5,"Schwarz, David",28y 32d,138 (63-1-74 46.01%),211 (1.53),←,
46,"Simmonds, Troy",22y 43d,26 (14-0-12 53.85%),5 (0.19),←,
42,"Walsh, Peter",24y 32d,41 (21-0-20 51.22%),8 (0.20),←,
26,"Ward, Daniel",23y 47d,28 (11-0-17 39.29%),4 (0.14),←,
34,"White, Jeff",23y 188d,99 (49-0-50 49.49%),58 (0.59),67 (36-0-31 53.73%),40 (0.60)
22,"Woewodin, Shane",24y 44d,93 (42-0-51 45.16%),44 (0.47),←,
13,"Yze, Adem",22y 339d,118 (52-0-66 44.07%),75 (0.64),←,
Totals,Totals,24y 68d,1734 (846-2-886 48.79%),1272 (0.73),,
C,"Daniher, Neale",39y 192d,71 (38-0-33 53.52%),,←,
