Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",23y 290d,91 (49-3-39 55.49%),87 (0.96),←,
21,"Christian, Michael",26y 325d,90 (47-2-41 53.33%),20 (0.22),←,
28,"Crosisca, Gavin",22y 300d,86 (52-3-31 62.21%),35 (0.41),←,
35,"Daicos, Peter",29y 295d,220 (125-4-91 57.73%),444 (2.02),←,
2,"Francis, Tony",22y 102d,31 (18-2-11 61.29%),29 (0.94),←,
3,"Gayfer, Michael",25y 329d,105 (61-1-43 58.57%),1 (0.01),←,
23,"Kelly, Craig",25y 26d,53 (31-2-20 60.38%),23 (0.43),←,
44,"Kerrison, Shane",26y 106d,96 (55-2-39 58.33%),12 (0.13),←,
15,"Lehmann, Troy",19y 137d,7 (4-0-3 57.14%),5 (0.71),←,
30,"Manson, James",24y 252d,102 (58-3-41 58.33%),92 (0.90),←,
5,"McKeown, Ron",24y 63d,96 (53-3-40 56.77%),71 (0.74),←,
42,"Millane, Darren",25y 337d,141 (79-3-59 57.09%),70 (0.50),←,
7,"Morwood, Shane",29y 223d,176 (103-3-70 59.38%),92 (0.52),159 (94-3-62 60.06%),79 (0.50)
16,"Richardson, Mark",18y 254d,8 (5-0-3 62.50%),23 (2.88),←,
29,"Russell, Scott",21y 66d,42 (26-2-14 64.29%),26 (0.62),←,
22,"Shaw, Tony",30y 354d,258 (144-3-111 56.40%),147 (0.57),←,
27,"Starcevich, Craig",24y 57d,80 (44-3-33 56.88%),111 (1.39),←,
24,"Turner, Jamie",28y 334d,140 (78-3-59 56.79%),28 (0.20),←,
37,"Williams, Paul",18y 100d,13 (6-0-7 46.15%),13 (1.00),←,
19,"Wright, Graham",23y 36d,70 (45-2-23 65.71%),66 (0.94),←,
Totals,Totals,24y 218d,1905 (1083-44-778 56.85%),1395 (0.73),,
C,"Matthews, Leigh",39y 133d,130 (73-3-54 57.31%),,←,
