West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Breman, Todd",10,3,6,16,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Brennan, Michael",9,2,6,15,,,,2.0,,,,,4.0,1.0,,,,,,,,,
39,"Heady, Brett",14,6,6,20,,,,,,,,,2.0,2.0,,,,,,,,,
27,"Jackson, Stevan",14,6,1,15,2,,3.0,,,,,,1.0,3.0,,,,,,,,,
33,"Kemp, Dean",7,9,,7,,,,1.0,,,,,8.0,,,,,,,,,,
15,"Laidley, Dani",4,,2,6,,,,,,,,,1.0,,,,,,,,,,
5,"Lamb, Dwayne",20,6,13,33,,1.0,,4.0,,,,,4.0,,,,,,,,,,
19,"Langdon, Karl",8,4,5,13,2,1.0,,,,,,,2.0,4.0,,,,,,,,,
28,"Lewis, Chris",9,2,4,13,,,,2.0,,,,,1.0,,,,,,,,,,
45,"Lockyer, Andrew",4,4,2,6,,,2.0,,,,,,1.0,,,,,,,,,,
8,"Malaxos, Stephen",16,3,10,26,,,,1.0,,,,,1.0,1.0,,,,,,,,,
37,"Matera, Peter",11,4,1,12,2,,,,,,,,1.0,4.0,,,,,,,,,
17,"McKenna, Guy",9,2,6,15,,,,,,,,,,2.0,,,,,,,,,
6,"Miles, Geoff",7,1,3,10,,,,,,,,,2.0,1.0,,,,,,,,,
23,"Rance, Murray",9,3,6,15,,,,3.0,,,,,,,,,,,,,,,
12,"Scott, Phil",9,1,1,10,,,5.0,,,,,,3.0,2.0,,,,,,,,,
4,"Sumich, Peter",7,6,2,9,2,2.0,,1.0,,,,,,,,,,,,,,,
7,"Turley, Craig",3,,9,12,1,,,,,,,,1.0,,,,,,,,,,
9,"Wilson, Peter",9,2,7,16,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
24,"Worsfold, John",19,7,9,28,,,,4.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,71,99,297,9,7.0,10.0,20.0,,,,,36.0,24.0,,,,,,,,,
Opposition,Opposition,205,60,102,307,18,8.0,28.0,24.0,,,,,26.0,28.0,6.0,,,,,,,,
