Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",20,5,13,33,1,,,8.0,4.0,5.0,9.0,4.0,1.0,1.0,2.0,17.0,14.0,1.0,,2.0,1.0,3.0,95.0
11,"Bennell, Harley",20,11,7,27,6,3.0,1.0,2.0,1.0,4.0,2.0,1.0,,,3.0,7.0,20.0,1.0,4.0,2.0,1.0,2.0,85.0
36,"Broughton, Greg",12,5,8,20,,1.0,,7.0,3.0,,2.0,,5.0,,,11.0,8.0,,,3.0,,,86.0
12,"Day, Sam",4,3,3,7,,,1.0,2.0,,3.0,,1.0,,,,2.0,6.0,,,4.0,,1.0,90.0
23,"Dixon, Charlie",6,4,4,10,3,2.0,5.0,2.0,,1.0,3.0,1.0,,,,9.0,2.0,2.0,4.0,3.0,,,90.0
5,"Harbrow, Jarrod",14,7,7,21,1,1.0,,6.0,5.0,2.0,,2.0,,1.0,,4.0,17.0,,1.0,7.0,2.0,1.0,93.0
28,"Kolodjashnij, Kade",13,9,10,23,,,,1.0,5.0,1.0,1.0,5.0,,,,4.0,17.0,,,4.0,,,91.0
19,"Lynch, Tom",9,6,7,16,1,1.0,,2.0,,3.0,2.0,1.0,,,,10.0,6.0,2.0,2.0,,,1.0,92.0
4,"Martin, Jack",8,3,7,15,1,1.0,,6.0,,1.0,1.0,3.0,2.0,1.0,,7.0,8.0,,1.0,,1.0,,73.0
32 ↓,"Matera, Brandon",3,2,,3,,,,,,,,,,,,1.0,2.0,,,1.0,,,38.0
17,"May, Steven",9,5,4,13,,,,1.0,2.0,,,3.0,1.0,2.0,1.0,4.0,8.0,,,12.0,2.0,,98.0
18,"McKenzie, Trent",12,4,4,16,,1.0,,3.0,3.0,6.0,1.0,3.0,,,,6.0,9.0,1.0,,9.0,3.0,1.0,81.0
1,"OMeara, Jaeger",13,3,5,18,2,,,3.0,,6.0,3.0,2.0,,1.0,,9.0,7.0,1.0,,,1.0,1.0,61.0
10,"Prestia, Dion",18,11,10,28,,,,6.0,1.0,4.0,3.0,,1.0,,,10.0,19.0,,,5.0,1.0,,84.0
35,"Rischitelli, Michael",9,3,8,17,,,,,2.0,4.0,1.0,2.0,,,,6.0,11.0,,,2.0,1.0,,90.0
8 ↑,"Russell, Luke",8,4,1,9,2,,,1.0,,4.0,,4.0,,1.0,,2.0,6.0,,,,,1.0,60.0
6,"Sexton, Alex",6,1,9,15,,,,1.0,,4.0,4.0,2.0,,1.0,,5.0,10.0,,,2.0,,1.0,78.0
26,"Shaw, Matt",9,6,7,16,,1.0,,,2.0,2.0,3.0,,,,,3.0,12.0,,,1.0,5.0,,84.0
2,"Smith, Zac",3,1,5,8,,1.0,21.0,2.0,,1.0,2.0,,1.0,,,5.0,3.0,,,,,,64.0
25,"Stanley, Danny",5,2,6,11,,,,2.0,,1.0,1.0,5.0,3.0,3.0,,7.0,8.0,1.0,,3.0,,1.0,97.0
24,"Swallow, David",18,4,9,27,,2.0,1.0,6.0,1.0,8.0,3.0,5.0,,4.0,,8.0,19.0,,1.0,3.0,,,78.0
16,"Thompson, Rory",3,2,2,5,,,,5.0,1.0,,,1.0,,1.0,,2.0,4.0,,,3.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,101,136,358,17,16.0,29.0,66.0,30.0,60.0,41.0,45.0,14.0,16.0,6.0,139.0,216.0,9.0,13.0,66.0,18.0,13.0,
Opposition,Opposition,179,72,176,355,11,12.0,42.0,53.0,38.0,43.0,29.0,45.0,17.0,14.0,,133.0,220.0,3.0,12.0,48.0,5.0,8.0,
