St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
2,"Brown, Tony",21y 303d,79 (43-0-36 54.43%),47 (0.59),←,
3,"Burke, Nathan",29y 49d,250 (114-2-134 46.00%),93 (0.37),←,
9,"Cook, Brett",25y 342d,43 (7-0-36 16.28%),12 (0.28),18 (6-0-12 33.33%),5 (0.28)
31,"Elliott, Tim",22y 196d,14 (7-0-7 50.00%),2 (0.14),←,
10,"Everitt, Peter",24y 328d,116 (58-1-57 50.43%),192 (1.66),←,
14,"Francis, Tony",29y 360d,143 (74-2-67 52.45%),103 (0.72),1 (0-0-1 0.00%),
35,"Harvey, Robert",27y 218d,204 (104-2-98 51.47%),121 (0.59),←,
6,"Healy, Daniel",24y 328d,32 (20-0-12 62.50%),22 (0.69),←,
24,"Heatley, Jason",27y 34d,44 (28-0-16 63.64%),131 (2.98),41 (25-0-16 60.98%),123 (3.00)
8,"Hudghton, Max",22y 206d,42 (24-0-18 57.14%),,←,
5,"Jones, Austinn",22y 180d,90 (46-0-44 51.11%),80 (0.89),←,
36,"Knowles, Brett",20y 318d,11 (5-0-6 45.45%),2 (0.18),←,
23,"Loewe, Stewart",30y 308d,256 (117-1-138 45.90%),503 (1.96),←,
26,"McLaren, Joe",21y 106d,25 (10-0-15 40.00%),6 (0.24),←,
1,"Peckett, Justin",26y 173d,118 (56-1-61 47.88%),9 (0.08),←,
28,"Ryan, Damien",21y 236d,31 (14-0-17 45.16%),6 (0.19),1 (0-0-1 0.00%),
19,"Sziller, Steven",26y 102d,78 (42-0-36 53.85%),29 (0.37),←,
4,"Thompson, Andrew",26y 157d,46 (28-0-18 60.87%),33 (0.72),←,
32,"Traianidis, Jason",24y 140d,29 (15-0-14 51.72%),22 (0.76),←,
15,"Wakelin, Darryl",24y 228d,79 (43-0-36 54.43%),7 (0.09),←,
12,"Wakelin, Shane",24y 227d,75 (35-1-39 47.33%),18 (0.24),←,
33,"Walton, Ben",19y 135d,1 (0-0-1 0.00%),,←,
Totals,Totals,24y 295d,1806 (890-10-906 49.28%),1438 (0.80),,
C,"Watson, Tim",37y 257d,1 (0-0-1 0.00%),,←,
