Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Baguley, Mark",6,6,8,14,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,3.0,12,1.0,1.0,,,,95.0
13 ↓,"Cooney, Adam",8,1,5,13,1.0,,,4.0,3.0,1.0,2.0,2.0,1.0,,,6.0,7,1.0,1.0,2.0,,,46.0
6,"Daniher, Joe",7,4,2,9,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,4.0,5,,1.0,3.0,,,92.0
15,"Dempsey, Courtenay",3,1,1,4,,,,,,1.0,,4.0,,2.0,,,4,,,,,,80.0
35,"Gleeson, Martin",7,6,5,12,,,,2.0,3.0,1.0,1.0,,,,,3.0,9,,,2.0,,,83.0
9,"Goddard, Brendon",3,2,4,7,,,1.0,1.0,,,2.0,1.0,1.0,,,3.0,4,,,1.0,,1.0,87.0
42,"Gwilt, James",8,3,7,15,,,1.0,1.0,3.0,,,3.0,2.0,,,6.0,8,,,5.0,,,88.0
21,"Heppell, Dyson",15,2,17,32,2.0,,2.0,6.0,1.0,6.0,7.0,3.0,1.0,,,17.0,16,1.0,,4.0,1.0,,86.0
1,"Hibberd, Michael",11,5,11,22,1.0,,,1.0,3.0,6.0,1.0,2.0,,,,5.0,19,,,1.0,1.0,2.0,88.0
26,"Hooker, Cale",9,8,6,15,3.0,1.0,2.0,4.0,1.0,,1.0,3.0,2.0,1.0,,6.0,9,3.0,4.0,,,,97.0
40 ↑,"Howlett, Ben",4,3,6,10,,,,4.0,,3.0,2.0,1.0,,,,4.0,6,,,,,,34.0
18,"Hurley, Michael",11,4,4,15,,,,,6.0,,1.0,6.0,,1.0,,2.0,12,,,3.0,,,89.0
28,"Kavanagh, Elliott",7,2,2,9,,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,,,4.0,5,,,2.0,,,77.0
44,"McKernan, Shaun",7,3,12,19,,,26.0,1.0,,2.0,6.0,4.0,1.0,2.0,,11.0,8,1.0,,1.0,,,85.0
17,"Melksham, Jake",7,3,9,16,,1.0,,1.0,1.0,1.0,,1.0,,,,5.0,12,1.0,1.0,2.0,1.0,1.0,76.0
20,"Merrett, Jackson",7,4,5,12,,,,4.0,,1.0,2.0,2.0,,,,6.0,7,,1.0,2.0,,,86.0
7,"Merrett, Zach",9,1,7,16,,,,5.0,2.0,5.0,1.0,1.0,1.0,,,9.0,7,,,,,1.0,86.0
10,"OBrien, Nick",4,3,12,16,,,1.0,3.0,,,1.0,,,,,6.0,10,,,1.0,,,71.0
5,"Stanton, Brent",9,3,4,13,,,,4.0,,4.0,2.0,3.0,1.0,1.0,,5.0,11,,,1.0,,1.0,88.0
25,"Steinberg, Ariel",3,2,7,10,,,,2.0,1.0,,1.0,1.0,1.0,,,5.0,6,,,2.0,,,88.0
4,"Watson, Jobe",1,1,8,9,,,2.0,7.0,,1.0,2.0,,,,,4.0,4,,,,,,89.0
11,"Zaharakis, David",6,4,10,16,,,,1.0,1.0,2.0,,1.0,,,,5.0,11,,,2.0,,,90.0
Totals,Totals,152,71,152,304,8.0,4.0,37.0,54.0,29.0,37.0,34.0,42.0,14.0,9.0,,119.0,192,8.0,9.0,34.0,3.0,6.0,
Opposition,Opposition,249,142,196,445,25.0,12.0,40.0,61.0,28.0,60.0,39.0,40.0,9.0,14.0,6.0,142.0,311,15.0,26.0,36.0,20.0,21.0,
