Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",28y 179d,138 (70-0-68 50.72%),21 (0.15),←,
35,"Biglands, Rhett",27y 273d,97 (53-0-44 54.64%),36 (0.37),←,
44,"Bock, Nathan",22y 76d,22 (11-0-11 50.00%),10 (0.45),←,
24,"Burton, Brett",27y 31d,105 (51-0-54 48.57%),134 (1.28),←,
11,"Doughty, Michael",25y 303d,63 (37-0-26 58.73%),20 (0.32),←,
9,"Edwards, Tyson",28y 302d,207 (107-0-100 51.69%),131 (0.63),←,
36,"Goodwin, Simon",28y 160d,156 (84-0-72 53.85%),90 (0.58),←,
34,"Hart, Ben",30y 330d,284 (147-1-136 51.94%),44 (0.15),←,
13,"Hudson, Ben",26y 100d,24 (12-0-12 50.00%),4 (0.17),←,
30,"Jericho, Luke",20y 229d,19 (10-0-9 52.63%),15 (0.79),←,
39,"Mattner, Martin",22y 302d,44 (24-0-20 54.55%),6 (0.14),←,
16,"McGregor, Ken",24y 126d,103 (50-0-53 48.54%),47 (0.46),←,
23,"McLeod, Andrew",28y 304d,226 (116-0-110 51.33%),232 (1.03),←,
22,"Perrie, Ian",26y 56d,80 (43-0-37 53.75%),81 (1.01),←,
33,"Reilly, Brent",21y 204d,32 (17-0-15 53.13%),12 (0.38),←,
32,"Ricciuto, Mark",29y 361d,273 (134-1-138 49.27%),222 (0.81),←,
25,"Rutten, Ben",22y 7d,22 (13-0-9 59.09%),3 (0.14),←,
12,"Shirley, Robert",24y 360d,61 (30-0-31 49.18%),10 (0.16),←,
14,"Skipworth, Hayden",22y 99d,28 (13-0-15 46.43%),17 (0.61),←,
5,"Thompson, Scott",22y 82d,49 (25-0-24 51.02%),29 (0.59),10 (7-0-3 70.00%),12 (1.20)
15,"Torney, Jason",27y 353d,157 (81-1-75 51.91%),24 (0.15),39 (22-0-17 56.41%),8 (0.21)
7,"van Berlo, Nathan",18y 363d,4 (3-0-1 75.00%),,←,
Totals,Totals,25y 143d,2194 (1131-3-1060 51.55%),1188 (0.54),,
C,"Craig, Neil",49y 144d,20 (11-0-9 55.00%),,←,
