Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",25y 347d,89 (58-0-31 65.17%),51 (0.57),←,
37,"Considine, Ed",23y 219d,47 (32-0-15 68.09%),12 (0.26),←,
6,"Daniher, Anthony",29y 95d,204 (108-0-96 52.94%),77 (0.38),89 (59-0-30 66.29%),15 (0.17)
7,"Daniher, Chris",26y 25d,26 (15-0-11 57.69%),9 (0.35),←,
5,"Daniher, Terry",34y 254d,308 (189-3-116 61.85%),465 (1.51),289 (179-2-108 62.28%),443 (1.53)
38,"Denham, Sean",22y 362d,48 (26-0-22 54.17%),23 (0.48),4 (2-0-2 50.00%),2 (0.50)
15,"Ezard, Alan",29y 10d,171 (113-0-58 66.08%),195 (1.14),←,
28,"Flood, David",23y 63d,33 (20-0-13 60.61%),21 (0.64),←,
29,"Grenvold, David",26y 50d,41 (30-0-11 73.17%),7 (0.17),←,
1,"Harvey, Mark",26y 319d,119 (82-0-37 68.91%),155 (1.30),←,
33,"Hills, Paul",19y 218d,15 (8-0-7 53.33%),3 (0.20),←,
9,"Kickett, Derek",29y 202d,50 (28-0-22 56.00%),48 (0.96),38 (23-0-15 60.53%),36 (0.95)
42,"Kilpatrick, Glenn",19y 240d,2 (2-0-0 100.00%),,←,
13,"Long, Michael",22y 207d,73 (48-0-25 65.75%),53 (0.73),←,
3,"Salmon, Paul",27y 96d,149 (90-1-58 60.74%),345 (2.32),←,
19,"Somerville, Peter",23y 292d,32 (19-0-13 59.38%),28 (0.88),←,
17,"Sporn, Kieran",25y 241d,52 (33-0-19 63.46%),46 (0.88),←,
26,"Thompson, Mark",28y 158d,134 (87-1-46 65.30%),44 (0.33),←,
21,"Wallis, Dean",22y 242d,44 (23-0-21 52.27%),17 (0.39),←,
4,"Wanganeen, Gavin",18y 312d,23 (11-0-12 47.83%),15 (0.65),←,
Totals,Totals,25y 106d,1660 (1022-5-633 61.57%),1614 (0.97),,
C,"Sheedy, Kevin",44y 123d,267 (176-1-90 66.10%),,←,
