Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",23y 20d,110 (55-2-53 50.91%),149 (1.35),←,
23,"Ablett, Nathan",21y 172d,20 (11-1-8 57.50%),31 (1.55),←,
3,"Bartel, Jimmy",23y 181d,95 (49-2-44 52.63%),54 (0.57),←,
24,"Blake, Mark",21y 267d,21 (11-0-10 52.38%),,←,
35,"Chapman, Paul",25y 210d,124 (61-2-61 50.00%),148 (1.19),←,
11,"Corey, Joel",25y 106d,136 (68-2-66 50.74%),42 (0.31),←,
19,"Egan, Matthew",23y 328d,47 (24-1-22 52.13%),1 (0.02),←,
44,"Enright, Corey",25y 262d,111 (51-2-58 46.85%),31 (0.28),←,
2,"Harley, Tom",28y 320d,144 (75-3-66 53.13%),9 (0.06),143 (74-3-66 52.80%),8 (0.06)
20,"Johnson, Steve",23y 334d,72 (36-2-34 51.39%),120 (1.67),←,
9,"Kelly, James",23y 156d,93 (44-1-48 47.85%),44 (0.47),←,
45,"Ling, Cameron",26y 96d,145 (75-3-67 52.76%),78 (0.54),←,
4,"Mackie, Andrew",22y 300d,46 (28-0-18 60.87%),34 (0.74),←,
39,"Milburn, Darren",30y 49d,198 (98-1-99 49.75%),77 (0.39),←,
21,"Mooney, Cameron",27y 250d,129 (70-1-58 54.65%),111 (0.86),118 (60-1-57 51.27%),109 (0.92)
6,"Ottens, Brad",27y 129d,174 (78-1-95 45.11%),209 (1.20),45 (25-1-19 56.67%),57 (1.27)
33,"Rooke, Max",25y 166d,87 (41-2-44 48.28%),19 (0.22),←,
30,"Scarlett, Matthew",27y 363d,170 (89-2-79 52.94%),15 (0.09),←,
27,"Stokes, Mathew",22y 193d,15 (9-0-6 60.00%),16 (1.07),←,
10,"Tenace, Kane",21y 334d,50 (28-1-21 57.00%),11 (0.22),←,
5,"Varcoe, Travis",19y 54d,8 (7-0-1 87.50%),12 (1.50),←,
40,"Wojcinski, David",26y 258d,103 (52-2-49 51.46%),32 (0.31),←,
Totals,Totals,24y 273d,2098 (1060-31-1007 50.52%),1243 (0.59),,
C,"Thompson, Mark",43y 196d,170 (85-3-82 50.88%),,←,
