Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",29y 363d,126 (80-1-45 63.89%),7 (0.06),108 (73-1-34 68.06%),3 (0.03)
7,"Burgoyne, Peter",27y 161d,166 (98-3-65 59.94%),167 (1.01),←,
8,"Burgoyne, Shaun",22y 261d,73 (58-0-15 79.45%),81 (1.11),←,
25,"Cassisi, Domenic",22y 290d,58 (42-1-15 73.28%),24 (0.41),←,
35,"Cornes, Chad",25y 239d,133 (87-1-45 65.79%),112 (0.84),←,
18,"Cornes, Kane",22y 185d,84 (59-1-24 70.83%),43 (0.51),←,
17,"Dew, Stuart",25y 325d,151 (89-3-59 59.93%),220 (1.46),←,
10,"Francou, Josh",30y 336d,148 (77-4-67 53.38%),71 (0.48),←,
38,"James, Roger",29y 261d,144 (90-3-51 63.54%),87 (0.60),←,
29,"Kingsley, Adam",29y 323d,157 (92-3-62 59.55%),41 (0.26),←,
5,"Lade, Brendon",28y 364d,139 (82-3-54 60.07%),115 (0.83),←,
22,"Mahoney, Josh",27y 251d,58 (30-0-28 51.72%),38 (0.66),28 (20-0-8 71.43%),28 (1.00)
3,"Montgomery, Brett",32y 38d,178 (114-3-61 64.89%),101 (0.57),118 (74-2-42 63.56%),47 (0.40)
15,"Pickett, Byron",27y 332d,169 (111-0-58 65.68%),157 (0.93),49 (37-0-12 75.51%),76 (1.55)
1,"Primus, Matthew",30y 178d,154 (73-3-78 48.38%),81 (0.53),134 (72-3-59 54.85%),76 (0.57)
12,"Shattock, Aaron",25y 68d,66 (39-2-25 60.61%),16 (0.24),9 (4-1-4 50.00%),1 (0.11)
28,"Thurstans, Toby",24y 329d,44 (30-1-13 69.32%),35 (0.80),←,
16,"Tredrea, Warren",26y 197d,170 (103-2-65 61.18%),388 (2.28),←,
2,"Wakelin, Darryl",30y 332d,217 (124-2-91 57.60%),12 (0.06),102 (71-1-30 70.10%),4 (0.04)
42,"Walsh, Peter",28y 350d,119 (58-1-60 49.16%),34 (0.29),15 (7-1-7 50.00%),3 (0.20)
4,"Wanganeen, Gavin",32y 21d,291 (174-6-111 60.82%),195 (0.67),164 (101-3-60 62.50%),132 (0.80)
21,"Wilson, Michael",28y 230d,144 (78-4-62 55.56%),44 (0.31),←,
Totals,Totals,27y 297d,2989 (1788-47-1154 59.82%),2069 (0.69),,
C,"Williams, Mark",46y 322d,158 (99-2-57 63.29%),,←,
