Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 230d,65 (27-2-36 43.08%),36 (0.55),←,
50,"Ballantyne, Jon",22y 12d,6 (3-0-3 50.00%),18 (3.00),←,
35,"Baxter, Darren",26y 144d,101 (45-3-53 46.04%),16 (0.16),←,
1,"Charles, Justin",20y 316d,24 (12-1-11 52.08%),12 (0.50),←,
20,"Coleman, Glenn",30y 188d,163 (87-2-74 53.99%),91 (0.56),38 (19-1-18 51.32%),27 (0.71)
12,"Eppelstun, Greg",24y 267d,98 (48-2-48 50.00%),1 (0.01),←,
45,"Ford, Michael",28y 303d,96 (46-2-48 48.96%),19 (0.20),←,
32,"Foster, Peter",31y 69d,147 (76-3-68 52.72%),54 (0.37),140 (73-3-64 53.21%),52 (0.37)
29,"Grant, Chris",18y 240d,32 (16-1-15 51.56%),63 (1.97),←,
7,"Hawkins, Doug",31y 97d,262 (105-4-153 40.84%),158 (0.60),←,
10,"Hunter, Mark",25y 341d,58 (24-2-32 43.10%),2 (0.03),←,
4,"Kellett, Nigel",21y 235d,17 (7-0-10 41.18%),3 (0.18),←,
8,"Kennedy, Rick",30y 242d,155 (66-2-87 43.23%),34 (0.22),←,
21,"Kolyniuk, Steven",21y 36d,41 (19-1-21 47.56%),43 (1.05),←,
39,"Liberatore, Tony",25y 180d,56 (30-1-25 54.46%),34 (0.61),←,
27,"Macpherson, Stephen",26y 251d,135 (63-3-69 47.78%),135 (1.00),←,
25,"Mansfield, Matthew",22y 47d,2 (1-0-1 50.00%),,←,
33,"Royal, Brian",29y 241d,171 (88-2-81 52.05%),232 (1.36),←,
17,"Standfield, Barry",21y 178d,7 (3-0-4 42.86%),,←,
58,"Stanley, Darren",19y 189d,1 (1-0-0 100.00%),1 (1.00),←,
Totals,Totals,25y 26d,1637 (767-31-839 46.85%),952 (0.58),,
C,"Wheeler, Terry",36y 150d,41 (20-1-20 50.00%),,←,
