Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Biddiscombe, Craig",23y 265d,49 (31-1-17 64.29%),9 (0.18),15 (10-0-5 66.67%),3 (0.20)
30,"Bourke, David",24y 155d,68 (38-0-30 55.88%),14 (0.21),←,
11,"Bowden, Joel",21y 357d,72 (39-0-33 54.17%),71 (0.99),←,
17,"Broderick, Paul",30y 161d,232 (114-1-117 49.35%),150 (0.65),139 (75-1-63 54.32%),70 (0.50)
15,"Cameron, Leon",27y 284d,183 (100-3-80 55.46%),70 (0.38),11 (7-0-4 63.64%),2 (0.18)
9,"Campbell, Wayne",27y 263d,192 (89-1-102 46.61%),117 (0.61),←,
6,"Chaffey, Mark",23y 37d,50 (24-0-26 48.00%),8 (0.16),←,
10,"Daffy, Nick",27y 32d,146 (78-1-67 53.77%),172 (1.18),←,
7,"Dragicevic, Marc",19y 74d,31 (16-0-15 51.61%),20 (0.65),←,
25,"Gale, Brendon",31y 330d,214 (94-1-119 44.16%),201 (0.94),←,
2,"Gaspar, Darren",24y 23d,113 (52-0-61 46.02%),11 (0.10),92 (45-0-47 48.91%),10 (0.11)
1,"Hilton, Rory",21y 58d,27 (12-0-15 44.44%),12 (0.44),18 (9-0-9 50.00%),9 (0.50)
16,"Holland, Ben",23y 33d,79 (41-0-38 51.90%),92 (1.16),←,
23,"James, Aaron",23y 225d,46 (20-2-24 45.65%),19 (0.41),23 (11-0-12 47.83%),13 (0.57)
39,"Kellaway, Andrew",24y 202d,48 (25-0-23 52.08%),9 (0.19),←,
33,"Knights, Matthew",29y 251d,230 (96-0-134 41.74%),123 (0.53),←,
5,"Ottens, Brad",20y 139d,47 (24-0-23 51.06%),48 (1.02),←,
13,"Powell, Robert",24y 85d,53 (29-0-24 54.72%),50 (0.94),←,
32,"Tivendale, Greg",21y 54d,26 (13-0-13 50.00%),17 (0.65),←,
29,"Torney, Jason",22y 362d,66 (34-1-31 52.27%),8 (0.12),←,
42,"Vardy, Royce",20y 40d,6 (5-0-1 83.33%),,←,
31,"White, James",20y 143d,3 (2-0-1 66.67%),1 (0.33),←,
Totals,Totals,24y 79d,1981 (976-11-994 49.27%),1222 (0.62),,
C,"Frawley, Danny",36y 278d,14 (9-0-5 64.29%),,←,
