North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",24y 198d,45 (24-0-21 53.33%),16 (0.36),35 (17-0-18 48.57%),12 (0.34)
18,"Atley, Shaun",25y 340d,175 (90-0-85 51.43%),43 (0.25),←,
50,"Brown, Ben",25y 272d,98 (53-0-45 54.08%),212 (2.16),←,
13,"Clarke, Ryan",21y 63d,39 (16-0-23 41.03%),8 (0.21),←,
10,"Cunnington, Ben",27y 50d,186 (97-0-89 52.15%),78 (0.42),←,
1,"Daw, Majak",27y 161d,49 (19-0-30 38.78%),39 (0.80),←,
14,"Dumont, Trent",23y 50d,60 (22-0-38 36.67%),19 (0.32),←,
22,"Goldstein, Todd",30y 49d,211 (108-1-102 51.42%),112 (0.53),←,
4,"Higgins, Shaun",30y 168d,202 (96-1-105 47.77%),209 (1.03),73 (38-0-35 52.05%),81 (1.11)
8,"Hrovat, Nathan",24y 73d,63 (25-0-38 39.68%),34 (0.54),33 (11-0-22 33.33%),20 (0.61)
34,"Macmillan, Jamie",26y 330d,138 (72-0-66 52.17%),45 (0.33),←,
11,"McDonald, Luke",23y 191d,95 (50-0-45 52.63%),15 (0.16),←,
12,"Simpkin, Jy",20y 167d,34 (14-0-20 41.18%),20 (0.59),←,
25,"Tarrant, Robbie",29y 116d,125 (61-0-64 48.80%),43 (0.34),←,
16,"Thompson, Scott",32y 102d,221 (107-2-112 48.87%),7 (0.03),←,
28,"Turner, Kayne",22y 231d,57 (30-0-27 52.63%),41 (0.72),←,
30,"Waite, Jarrad",35y 196d,243 (102-4-137 42.80%),374 (1.54),59 (36-0-23 61.02%),122 (2.07)
27,"Walker, Will",19y 142d,4 (2-0-2 50.00%),4 (1.00),←,
2,"Williams, Marley",25y 28d,102 (51-0-51 50.00%),10 (0.10),34 (15-0-19 44.12%),4 (0.12)
32,"Wood, Mason",24y 340d,38 (19-0-19 50.00%),51 (1.34),←,
19,"Wright, Sam",28y 35d,131 (74-0-57 56.49%),58 (0.44),←,
7,"Ziebell, Jack",27y 172d,187 (91-0-96 48.66%),135 (0.72),←,
Totals,Totals,26y 58d,2503 (1223-8-1272 48.86%),1573 (0.63),,
C,"Scott, Brad",42y 108d,200 (102-0-98 51.00%),,←,
