Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Aarts, Jake",6,2,7,13,,,,3.0,1.0,4.0,,5.0,1.0,2.0,,6.0,6.0,,,2.0,2.0,1.0,85.0
12,"Astbury, David",4,1,3,7,,,,1.0,2.0,,,3.0,2.0,2.0,,5.0,2.0,1.0,,4.0,,,100.0
7,"Baker, Liam",7,,11,18,,,,3.0,3.0,2.0,1.0,3.0,,2.0,,7.0,10.0,,,1.0,,,87.0
29,"Bolton, Shai",9,2,10,19,1,,,1.0,,5.0,3.0,8.0,1.0,3.0,,9.0,11.0,,1.0,1.0,1.0,1.0,81.0
11,"Castagna, Jason",2,2,11,13,,,,1.0,,,,,2.0,,,4.0,9.0,,,2.0,,,85.0
41,"Chol, Mabior",7,5,7,14,,1.0,25.0,2.0,1.0,,2.0,3.0,,2.0,,8.0,7.0,3.0,1.0,4.0,,,70.0
40 ↓,"Coleman-Jones, Callum",,,1,1,,,7.0,,,,,3.0,,2.0,,2.0,,,,2.0,,,30.0
26,"Collier-Dawkins, Riley",3,2,5,8,,,,3.0,1.0,1.0,4.0,4.0,,3.0,,4.0,6.0,,,2.0,,,63.0
9,"Cotchin, Trent",15,2,4,19,,,,4.0,2.0,4.0,6.0,3.0,,,,11.0,6.0,,,1.0,,1.0,68.0
27 ↑,"Dow, Thomson",2,,3,5,,,,,,,2.0,3.0,1.0,1.0,,4.0,1.0,,,,,1.0,38.0
10,"Edwards, Shane",5,,10,15,,,,1.0,1.0,1.0,2.0,3.0,,,,7.0,8.0,,,1.0,,,72.0
34,"Graham, Jack",6,,2,8,1,,,4.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,6.0,,,,,,79.0
2,"Grimes, Dylan",10,5,5,15,,,,3.0,2.0,2.0,1.0,3.0,4.0,2.0,,9.0,6.0,1.0,,3.0,,,94.0
14,"Houli, Bachar",20,3,4,24,,,,4.0,12.0,1.0,,5.0,3.0,1.0,,6.0,13.0,,,2.0,2.0,,91.0
19,"Lynch, Tom",11,6,2,13,5,2.0,3.0,2.0,,4.0,,3.0,3.0,2.0,,11.0,4.0,3.0,5.0,3.0,,,94.0
4,"Martin, Dustin",11,1,12,23,1,,,2.0,,1.0,6.0,4.0,1.0,2.0,,10.0,12.0,,,3.0,1.0,1.0,92.0
33,"McIntosh, Kamdyn",12,4,3,15,,,,2.0,2.0,4.0,,4.0,,1.0,,3.0,12.0,,,3.0,2.0,,86.0
6,"Naish, Patrick",10,1,2,12,1,,,3.0,4.0,4.0,,3.0,1.0,,,4.0,8.0,,,2.0,,,74.0
50,"Pickett, Marlion",4,3,12,16,,,2.0,3.0,1.0,2.0,2.0,5.0,,1.0,,9.0,8.0,1.0,,1.0,,,82.0
8,"Riewoldt, Jack",9,5,4,13,1,3.0,,2.0,,1.0,,5.0,,1.0,,6.0,5.0,3.0,3.0,2.0,,2.0,94.0
5,"Ross, Jack",8,6,7,15,,,,,4.0,1.0,,,,,,1.0,14.0,,,3.0,,1.0,67.0
15,"Short, Jayden",12,3,5,17,,,,3.0,5.0,2.0,,1.0,1.0,1.0,,,12.0,,,2.0,,,87.0
1,"Vlastuin, Nick",14,4,3,17,,,,1.0,11.0,,,2.0,1.0,,,2.0,10.0,1.0,,7.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,57,133,320,10,7.0,37.0,48.0,54.0,42.0,30.0,74.0,22.0,29.0,,130.0,176.0,13.0,10.0,51.0,8.0,8.0,
Opposition,Opposition,252,120,109,361,10,17.0,29.0,66.0,30.0,64.0,36.0,50.0,29.0,22.0,6.0,146.0,211.0,18.0,14.0,42.0,5.0,7.0,
