St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
43,"Attard, Jayden",21y 130d,19 (7-0-12 36.84%),2 (0.11),14 (6-0-8 42.86%),1 (0.07)
10,"Baker, Steven",27y 46d,146 (67-1-78 46.23%),32 (0.22),←,
14,"Ball, Luke",23y 43d,98 (58-0-40 59.18%),44 (0.45),←,
27,"Blake, Jason",26y 114d,105 (50-1-54 48.10%),24 (0.23),←,
16,"Clarke, Raphael",21y 286d,27 (16-0-11 59.26%),4 (0.15),←,
3,"Clarke, Xavier",23y 282d,89 (47-1-41 53.37%),39 (0.44),←,
26,"Dal Santo, Nick",23y 135d,112 (60-1-51 54.02%),56 (0.50),←,
17,"Fiora, Aaron",26y 79d,122 (55-0-67 45.08%),51 (0.42),44 (22-0-22 50.00%),26 (0.59)
6,"Fisher, Leigh",23y 79d,38 (25-0-13 65.79%),3 (0.08),←,
25,"Fisher, Sam",24y 362d,63 (38-0-25 60.32%),4 (0.06),←,
9,"Gehrig, Fraser",31y 126d,247 (129-1-117 52.43%),512 (2.07),132 (66-0-66 50.00%),353 (2.67)
19,"Gilbert, Sam",20y 322d,12 (5-0-7 41.67%),7 (0.58),←,
1,"Gram, Jason",23y 71d,44 (24-0-20 54.55%),17 (0.39),42 (23-0-19 54.76%),17 (0.40)
35,"Harvey, Robert",35y 320d,352 (175-3-174 50.14%),208 (0.59),←,
7,"Hayes, Lenny",27y 174d,160 (68-2-90 43.13%),60 (0.38),←,
23,"Koschitzke, Justin",24y 290d,91 (44-0-47 48.35%),82 (0.90),←,
31,"Maguire, Matt",23y 38d,87 (47-0-40 54.02%),19 (0.22),←,
44,"Milne, Stephen",27y 121d,133 (62-1-70 46.99%),259 (1.95),←,
11,"Montagna, Leigh",23y 247d,65 (38-0-27 58.46%),45 (0.69),←,
12,"Riewoldt, Nick",24y 263d,126 (61-1-64 48.81%),234 (1.86),←,
29,"Rix, Michael",26y 180d,24 (14-0-10 58.33%),3 (0.13),←,
13,"Voss, Brett",29y 135d,168 (83-2-83 50.00%),64 (0.38),133 (64-1-68 48.50%),53 (0.40)
Totals,Totals,25y 158d,2328 (1173-14-1141 50.39%),1769 (0.76),,
C,"Lyon, Ross",40y 241d,14 (6-0-8 42.86%),,←,
