Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",27y 249d,202 (84-3-115 42.33%),329 (1.63),18 (9-0-9 50.00%),39 (2.17)
16,"Brown, Luke",21y 314d,42 (21-0-21 50.00%),2 (0.05),←,
2,"Crouch, Brad",20y 200d,21 (10-0-11 47.62%),8 (0.38),←,
32,"Dangerfield, Patrick",24y 119d,127 (65-0-62 51.18%),140 (1.10),←,
26,"Douglas, Richard",27y 177d,151 (77-0-74 50.99%),106 (0.70),←,
38,"Grigg, Mitch",21y 212d,12 (6-0-6 50.00%),11 (0.92),←,
45,"Henderson, Ricky",25y 325d,60 (28-0-32 46.67%),39 (0.65),←,
24,"Jacobs, Sam",26y 114d,100 (50-0-50 50.00%),22 (0.22),83 (43-0-40 51.81%),19 (0.23)
10,"Jaensch, Matthew",24y 318d,63 (29-0-34 46.03%),24 (0.38),←,
4,"Jenkins, Josh",25y 175d,44 (24-0-20 54.55%),72 (1.64),←,
29,"Laird, Rory",20y 216d,33 (17-0-16 51.52%),3 (0.09),←,
14,"Mackay, David",26y 8d,121 (69-0-52 57.02%),39 (0.32),←,
36,"Martin, Brodie",25y 269d,31 (15-0-16 48.39%),9 (0.29),←,
22,"Otten, Andy",25y 79d,78 (40-0-38 51.28%),18 (0.23),←,
1,"Podsiadly, James",32y 326d,101 (71-0-30 70.30%),192 (1.90),18 (9-0-9 50.00%),23 (1.28)
9,"Sloane, Rory",24y 138d,96 (50-0-46 52.08%),57 (0.59),←,
33,"Smith, Brodie",22y 200d,72 (39-0-33 54.17%),20 (0.28),←,
12,"Talia, Daniel",22y 304d,72 (40-0-32 55.56%),4 (0.06),←,
6,"Thompson, Luke",23y 175d,17 (5-0-12 29.41%),2 (0.12),←,
5,"Thompson, Scott",31y 141d,262 (143-0-119 54.58%),150 (0.57),223 (125-0-98 56.05%),133 (0.60)
13,"Walker, Taylor",24y 99d,80 (41-0-39 51.25%),184 (2.30),←,
11,"Wright, Matthew",24y 231d,75 (39-0-36 52.00%),55 (0.73),←,
Totals,Totals,25y 0d,1860 (963-3-894 51.77%),1486 (0.80),,
C,"Sanderson, Brenton",40y 156d,65 (37-0-28 56.92%),,←,
