Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Bartlett, Trent",24y 202d,72 (36-2-34 51.39%),39 (0.54),33 (18-0-15 54.55%),31 (0.94)
17,"Brown, Nathan",23y 126d,83 (49-1-33 59.64%),82 (0.99),←,
19,"Contessa, Adam",24y 169d,43 (26-1-16 61.63%),8 (0.19),←,
16,"Croft, Matthew",28y 110d,139 (81-3-55 59.35%),52 (0.37),←,
11,"Curley, Todd",28y 153d,110 (58-2-50 53.64%),45 (0.41),107 (56-2-49 53.27%),44 (0.41)
14,"Darcy, Luke",25y 339d,123 (68-2-53 56.10%),83 (0.67),←,
10,"Eagleton, Nathan",22y 218d,91 (45-2-44 50.55%),72 (0.79),35 (19-0-16 54.29%),27 (0.77)
32,"Ellis, Craig",26y 12d,97 (53-1-43 55.15%),5 (0.05),←,
13,"Giansiracusa, Daniel",19y 97d,2 (2-0-0 100.00%),3 (1.50),←,
29,"Gilbee, Lindsay",19y 343d,5 (3-0-2 60.00%),1 (0.20),←,
3,"Grant, Chris",28y 185d,242 (131-4-107 54.96%),459 (1.90),←,
8,"Hahn, Mitch",20y 37d,16 (12-0-4 75.00%),1 (0.06),←,
22,"Harrison, Ben",26y 150d,88 (45-0-43 51.14%),44 (0.50),12 (7-0-5 58.33%),5 (0.42)
9,"Hudson, Paul",30y 331d,232 (139-1-92 60.13%),466 (2.01),98 (59-1-38 60.71%),202 (2.06)
25,"Hunter, Kingsley",26y 20d,70 (29-0-41 41.43%),100 (1.43),29 (15-0-14 51.72%),14 (0.48)
6,"Johnson, Brad",24y 333d,157 (84-3-70 54.46%),159 (1.01),←,
39,"Liberatore, Tony",35y 125d,257 (140-3-114 55.06%),94 (0.37),←,
2,"Murphy, Robert",19y 7d,10 (6-0-4 60.00%),2 (0.20),←,
27,"Penny, Luke",20y 128d,20 (11-0-9 55.00%),3 (0.15),←,
30,"Robbins, Matthew",24y 39d,42 (25-1-16 60.71%),13 (0.31),35 (21-1-13 61.43%),13 (0.37)
5,"Smith, Rohan",28y 16d,182 (100-3-79 55.77%),179 (0.98),←,
7,"West, Scott",26y 214d,182 (97-2-83 53.85%),74 (0.41),←,
Totals,Totals,25y 53d,2263 (1240-31-992 54.79%),1984 (0.88),,
C,"Wallace, Terry",42y 185d,117 (68-1-48 58.55%),,←,
