Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",26y 44d,96 (62-0-34 64.58%),53 (0.55),←,
8,"Bewick, Darren",24y 311d,86 (52-0-34 60.47%),134 (1.56),←,
6,"Daniher, Anthony",29y 158d,212 (112-0-100 52.83%),79 (0.37),97 (63-0-34 64.95%),17 (0.18)
7,"Daniher, Chris",26y 88d,32 (18-0-14 56.25%),11 (0.34),←,
38,"Denham, Sean",23y 59d,54 (29-0-25 53.70%),25 (0.46),10 (5-0-5 50.00%),4 (0.40)
15,"Ezard, Alan",29y 73d,178 (116-0-62 65.17%),200 (1.12),←,
29,"Grenvold, David",26y 113d,44 (31-0-13 70.45%),7 (0.16),←,
1,"Harvey, Mark",27y 16d,127 (86-0-41 67.72%),155 (1.22),←,
33,"Hills, Paul",19y 281d,23 (12-0-11 52.17%),3 (0.13),←,
9,"Kickett, Derek",29y 265d,58 (32-0-26 55.17%),61 (1.05),46 (27-0-19 58.70%),49 (1.07)
42,"Kilpatrick, Glenn",19y 303d,9 (6-0-3 66.67%),2 (0.22),←,
10,"ODonnell, Gary",27y 46d,105 (65-0-40 61.90%),31 (0.30),←,
18,"Ridley, Todd",23y 137d,9 (7-0-2 77.78%),12 (1.33),←,
3,"Salmon, Paul",27y 159d,154 (92-1-61 60.06%),363 (2.36),←,
19,"Somerville, Peter",23y 355d,40 (23-0-17 57.50%),41 (1.02),←,
17,"Sporn, Kieran",25y 304d,59 (37-0-22 62.71%),52 (0.88),←,
26,"Thompson, Mark",28y 221d,142 (91-1-50 64.44%),46 (0.32),←,
21,"Wallis, Dean",22y 305d,49 (25-0-24 51.02%),19 (0.39),←,
4,"Wanganeen, Gavin",19y 9d,31 (15-0-16 48.39%),18 (0.58),←,
24,"Werner, Michael",23y 17d,36 (23-0-13 63.89%),60 (1.67),←,
Totals,Totals,25y 54d,1544 (934-2-608 60.49%),1372 (0.89),,
C,"Sheedy, Kevin",44y 186d,275 (180-1-94 65.64%),,←,
