St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Dean",20,1,10,30,,1.0,,,,,,,3.0,2.0,,,,,,,,,
34,"Bailey, Doug",8,2,8,16,,,4.0,4.0,,,,,1.0,2.0,,,,,,,,,
14,"Bardsley, Kristian",5,2,1,6,,1.0,,,,,,,,1.0,,,,,,,,,
21,"Bourke, Darren",9,1,2,11,,1.0,,,,,,,,1.0,,,,,,,,,
3,"Burke, Nathan",18,3,8,26,,,,2.0,,,,,2.0,1.0,,,,,,,,,
10,"Everitt, Peter",5,1,9,14,,,8.0,,,,,,1.0,,,,,,,,,,
2,"Frawley, Danny",12,4,1,13,,,,2.0,,,,,4.0,4.0,,,,,,,,,
24,"Frost, Michael",6,2,6,12,,,,,,,,,,1.0,,,,,,,,,
6,"Grant, David",13,4,5,18,,,,2.0,,,,,4.0,4.0,,,,,,,,,
35,"Harvey, Robert",14,4,11,25,1,,,1.0,,,,,3.0,2.0,,,,,,,,,
17,"Keogh, Rod",7,1,8,15,1,,,2.0,,,,,,3.0,,,,,,,,,
37,"Lappin, Matthew",13,5,11,24,,,,1.0,,,,,3.0,,,,,,,,,,
4,"Lockett, Tony",2,2,2,4,2,,,1.0,,,,,,,,,,,,,,,
23,"Loewe, Stewart",7,4,7,14,2,1.0,4.0,,,,,,2.0,3.0,,,,,,,,,
28,"OBrien, Craig",5,5,1,6,1,2.0,,3.0,,,,,1.0,,,,,,,,,,
29,"Peckett, Justin",8,4,11,19,,,,1.0,,,,,,,,,,,,,,,
41,"Pekin, Tim",10,5,10,20,,,,1.0,,,,,3.0,,,,,,,,,,
31,"Shanahan, Jamie",5,1,2,7,,,,,,,,,3.0,,,,,,,,,,
39,"Shaw, Clinton",3,2,5,8,,,,,,,,,,1.0,,,,,,,,,
5,"Shaw, Damen",11,2,7,18,1,,,3.0,,,,,2.0,1.0,,,,,,,,,
33,"Wakelin, Shane",5,1,2,7,,,3.0,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,56,127,313,8,7.0,19.0,24.0,,,,,33.0,26.0,,,,,,,,,
Opposition,Opposition,200,63,97,297,17,14.0,18.0,22.0,,,,,26.0,33.0,6.0,,,,,,,,
