Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",26y 170d,59 (23-0-36 38.98%),18 (0.31),←,
5,"Buckley, Nathan",29y 290d,190 (72-2-116 38.42%),193 (1.02),170 (68-2-100 40.59%),172 (1.01)
17,"Burns, Scott",27y 140d,120 (47-1-72 39.58%),52 (0.43),←,
8,"Clement, James",25y 250d,111 (41-0-70 36.94%),46 (0.41),27 (15-0-12 55.56%),8 (0.30)
34,"Cloke, Jason",20y 6d,6 (5-0-1 83.33%),1 (0.17),←,
19,"Davis, Nick",22y 43d,58 (23-0-35 39.66%),65 (1.12),←,
4,"Didak, Alan",19y 86d,9 (6-0-3 66.67%),6 (0.67),←,
25,"Fraser, Josh",20y 127d,49 (23-0-26 46.94%),31 (0.63),←,
9,"Freeborn, Glenn",29y 95d,119 (63-0-56 52.94%),61 (0.51),64 (25-0-39 39.06%),34 (0.53)
6,"Holland, Brodie",22y 129d,64 (24-0-40 37.50%),77 (1.20),28 (16-0-12 57.14%),40 (1.43)
26,"Johnson, Ben",21y 37d,35 (18-0-17 51.43%),10 (0.29),←,
18,"Licuria, Paul",24y 128d,74 (27-0-47 36.49%),16 (0.22),64 (25-0-39 39.06%),14 (0.22)
24,"Lockyer, Tarkyn",22y 194d,63 (26-0-37 41.27%),31 (0.49),←,
37,"Lonie, Ryan",19y 69d,27 (15-0-12 55.56%),14 (0.52),←,
27,"McGough, Mark",17y 324d,4 (4-0-0 100.00%),2 (0.50),←,
12,"McKee, Steven",23y 326d,45 (24-0-21 53.33%),7 (0.16),25 (14-0-11 56.00%),6 (0.24)
7,"Molloy, Jarrod",26y,143 (57-1-85 40.21%),181 (1.27),23 (12-0-11 52.17%),23 (1.00)
11,"OBree, Shane",23y 58d,65 (29-0-36 44.62%),19 (0.29),46 (20-0-26 43.48%),16 (0.35)
35,"Prestigiacomo, Simon",24y 101d,97 (36-0-61 37.11%),2 (0.02),←,
23,"Rocca, Anthony",24y 270d,125 (51-0-74 40.80%),182 (1.46),103 (40-0-63 38.83%),171 (1.66)
20,"Tarrant, Chris",21y 236d,69 (27-0-42 39.13%),108 (1.57),←,
14,"Wakelin, Shane",27y 273d,122 (57-2-63 47.54%),19 (0.16),28 (16-0-12 57.14%),
Totals,Totals,23y 219d,1654 (698-6-950 42.20%),1141 (0.69),,
C,"Malthouse, Mick",48y 268d,429 (246-4-179 57.81%),,51 (23-0-28 45.10%),
