Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",8,2,6,14,,,,4.0,4.0,2.0,,3.0,3.0,2.0,,6.0,8.0,,,3.0,2.0,1.0,95.0
18,"Banfield, Todd",2,,2,4,,1.0,,3.0,,1.0,,1.0,1.0,,,3.0,1.0,,,1.0,,1.0,81.0
43 ↑,"Bewick, Rohan",4,3,3,7,,1.0,,,,,,1.0,,1.0,,2.0,5.0,,1.0,1.0,,,38.0
20,"Black, Simon",14,3,16,30,,2.0,,7.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,12.0,20.0,,1.0,2.0,,1.0,71.0
16,"Brown, Jonathan",16,10,7,23,3,1.0,2.0,,,4.0,1.0,4.0,2.0,1.0,,13.0,9.0,5.0,2.0,2.0,,,100.0
11,"Hanley, Pearce",14,4,6,20,,,,1.0,5.0,2.0,,4.0,,1.0,,3.0,13.0,,,5.0,1.0,,95.0
26,"Harwood, Ryan",5,3,13,18,,,,4.0,1.0,1.0,4.0,1.0,,1.0,,5.0,13.0,,,,,1.0,73.0
12,"Hawksley, James",4,1,8,12,,,,5.0,4.0,,1.0,2.0,1.0,,,5.0,7.0,,,,,,81.0
28,"Karnezis, Patrick",8,5,1,9,2,3.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,3.0,6.0,,2.0,1.0,,,95.0
23,"Leuenberger, Matthew",3,4,11,14,,,34.0,3.0,1.0,,2.0,1.0,2.0,,,4.0,10.0,,,6.0,,,84.0
36,"Maguire, Matt",2,1,7,9,,,,1.0,1.0,,2.0,5.0,,4.0,,4.0,3.0,,,8.0,,,96.0
9,"McGrath, Ashley",9,2,4,13,,,,5.0,3.0,2.0,2.0,5.0,1.0,2.0,,5.0,10.0,,,3.0,1.0,,77.0
40,"McKeever, Niall",3,1,9,12,,,1.0,,2.0,2.0,1.0,3.0,2.0,1.0,,7.0,3.0,,,6.0,,,87.0
24,"Patfull, Joel",5,3,6,11,,,,1.0,2.0,1.0,,1.0,,,,6.0,5.0,2.0,,1.0,,,94.0
31,"Polkinghorne, James",4,1,9,13,,,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,,10.0,2.0,1.0,,2.0,,,78.0
6,"Power, Luke",13,3,6,19,1,,,6.0,1.0,2.0,,4.0,4.0,1.0,,5.0,14.0,,1.0,,,,74.0
29,"Raines, Andrew",11,2,12,23,,,,3.0,2.0,1.0,3.0,,,,,5.0,21.0,,,2.0,1.0,,82.0
30,"Redden, Jack",20,4,12,32,2,,,7.0,1.0,6.0,5.0,3.0,,2.0,,6.0,27.0,,,4.0,,1.0,80.0
37 ↓,"Retzlaff, Bryce",1,3,2,3,,,,,,1.0,,2.0,,2.0,,,3.0,,,,,,57.0
38,"Rockliff, Tom",15,4,16,31,,,,6.0,2.0,3.0,5.0,3.0,1.0,1.0,,13.0,20.0,,,1.0,,1.0,89.0
3,"Sheldon, Sam",4,4,5,9,1,,,,1.0,3.0,2.0,1.0,,1.0,,5.0,5.0,1.0,1.0,3.0,,,86.0
32,"Stiller, Cheynee",6,2,9,15,,,,3.0,2.0,,1.0,,,,,5.0,7.0,1.0,,1.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,65,170,341,9,9.0,38.0,65.0,35.0,36.0,37.0,48.0,22.0,23.0,1.0,127.0,212.0,10.0,8.0,52.0,5.0,6.0,
Opposition,Opposition,216,106,181,397,16,9.0,38.0,66.0,24.0,52.0,36.0,46.0,23.0,22.0,5.0,144.0,258.0,9.0,16.0,45.0,11.0,11.0,
