Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",26y 120d,173 (95-0-78 54.91%),159 (0.92),←,
12,"Cordy, Zaine",25y 148d,106 (56-0-50 52.83%),10 (0.09),←,
9,"Crozier, Hayden",28y 90d,135 (66-0-69 48.89%),48 (0.36),66 (35-0-31 53.03%),4 (0.06)
31,"Dale, Bailey",25y 245d,87 (47-0-40 54.02%),71 (0.82),←,
35,"Daniel, Caleb",25y 260d,136 (74-0-62 54.41%),37 (0.27),←,
5,"Dunkley, Josh",25y 74d,95 (53-0-42 55.79%),47 (0.49),←,
15,"Duryea, Taylor",30y 334d,161 (110-1-50 68.63%),24 (0.15),43 (28-0-15 65.12%),3 (0.07)
44,"English, Tim",24y 226d,71 (39-0-32 54.93%),37 (0.52),←,
43,"Gardner, Ryan",24y 296d,23 (14-0-9 60.87%),2 (0.09),←,
29,"Hannan, Mitch",28y 15d,69 (39-0-30 56.52%),72 (1.04),19 (11-0-8 57.89%),17 (0.89)
7,"Hunter, Lachie",27y 101d,165 (88-0-77 53.33%),71 (0.43),←,
42,"Keath, Alex",30y 63d,73 (42-1-30 58.22%),2 (0.03),43 (26-0-17 60.47%),1 (0.02)
21,"Liberatore, Tom",29y 312d,175 (83-0-92 47.43%),66 (0.38),←,
11,"Macrae, Jack",27y 233d,187 (99-0-88 52.94%),43 (0.23),←,
33,"Naughton, Aaron",22y 114d,80 (45-0-35 56.25%),101 (1.26),←,
20,"Richards, Ed",22y 264d,65 (32-0-33 49.23%),24 (0.37),←,
28,"Scott, Anthony",27y 24d,22 (16-0-6 72.73%),12 (0.55),←,
37,"Smith, Roarke",25y 194d,39 (19-0-20 48.72%),9 (0.23),←,
1,"Treloar, Adam",29y 15d,192 (82-1-109 42.97%),113 (0.59),19 (12-0-7 63.16%),16 (0.84)
2,"Ugle-Hagan, Jamarra",19y 354d,7 (3-0-4 42.86%),8 (1.14),←,
23,"Vandermeer, Laitham",23y 49d,25 (14-0-11 56.00%),15 (0.60),←,
19,"Weightman, Cody",21y 68d,21 (12-0-9 57.14%),31 (1.48),←,
34,"Williams, Bailey",24y 165d,84 (45-0-39 53.57%),11 (0.13),←,
Totals,Totals,25y 322d,2191 (1173-3-1015 53.54%),1013 (0.46),,
C,"Beveridge, Luke",51y 213d,162 (92-0-70 56.79%),,←,
