Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",14.0,5.0,5.0,19,,,,2.0,,,,,1.0,,,,,,,,,,
16,"Croft, Matthew",5.0,1.0,5.0,10,,,,4.0,,,,,1.0,1.0,,,,,,,,,
3,"Grant, Chris",12.0,5.0,5.0,17,1.0,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,
1,"Grgic, Ilija",7.0,9.0,11.0,18,,,13.0,3.0,,,,,3.0,2.0,,,,,,,,,
6,"Johnson, Brad",13.0,5.0,2.0,15,,1.0,,2.0,,,,,,1.0,,,,,,,,,
40,"Johnston, Michael",,,2.0,2,,,,,,,,,,,,,,,,,,,
4,"Kellett, Nigel",7.0,2.0,5.0,12,1.0,1.0,,3.0,,,,,2.0,3.0,,,,,,,,,
2,"Kolyniuk, Steven",8.0,3.0,5.0,13,2.0,1.0,,3.0,,,,,,2.0,,,,,,,,,
12,"Koster, Kym",6.0,1.0,4.0,10,,,,3.0,,,,,1.0,,,,,,,,,,
36,"Lane, Tyson",8.0,5.0,,8,5.0,,,3.0,,,,,,,1.0,,,,,,,,
39,"Liberatore, Tony",7.0,2.0,7.0,14,,,,11.0,,,,,3.0,1.0,,,,,,,,,
9,"Nicholson, Brad",3.0,3.0,3.0,6,,,,,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",9.0,3.0,4.0,13,5.0,1.0,,,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",3.0,,2.0,5,,,1.0,2.0,,,,,,1.0,,,,,,,,,
11,"Romero, Jose",17.0,5.0,7.0,24,2.0,1.0,,2.0,,,,,,,,,,,,,,,
34,"Sexton, Ben",,,1.0,1,,,,,,,,,,,,,,,,,,,
5,"Smith, Rohan",16.0,8.0,5.0,21,,1.0,,2.0,,,,,,,3.0,,,,,,,,
17,"Standfield, Barry",8.0,1.0,4.0,12,,,3.0,1.0,,,,,2.0,,,,,,,,,,
24,"Wallis, Stephen",12.0,4.0,5.0,17,,,,1.0,,,,,2.0,1.0,,,,,,,,,
25,"Watts, Jason",11.0,2.0,11.0,22,,,,4.0,,,,,3.0,,,,,,,,,,
7,"West, Scott",16.0,1.0,4.0,20,,,,2.0,,,,,2.0,2.0,,,,,,,,,
Totals,Totals,182.0,65.0,97.0,279,16.0,7.0,18.0,50.0,,,,,22.0,16.0,4.0,,,,,,,,
Opposition,Opposition,188.0,76.0,112.0,300,12.0,8.0,24.0,15.0,,,,,16.0,22.0,2.0,,,,,,,,
