Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Bode, Matthew",7,1,4,11,,,,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,
5,"Bond, Shane",11,8,6,17,,,,1.0,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,
3,"Breuer, Shayne",7,,3,10,,1.0,,1.0,1.0,6.0,1.0,1.0,2.0,1.0,,,,,,,,,
26,"Burgoyne, Peter",2,2,3,5,,,,,,1.0,,,,,,,,,,,,,
6,"Cummings, Scott",3,2,,3,2,,,,,,,1.0,,1.0,,,,,,,,,
28,"Daniels, Stephen",5,7,8,13,,,,,2.0,,,,,,,,,,,,,,
37,"Dew, Stuart",11,4,1,12,2,3.0,,1.0,,4.0,,,1.0,,,,,,,,,,
19,"Dickie, Donald",8,3,6,14,1,,,2.0,3.0,1.0,3.0,,1.0,,,,,,,,,,
11,"Eagleton, Nathan",6,2,5,11,1,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,
10,"Francou, Josh",15,4,2,17,,2.0,,,1.0,6.0,1.0,,2.0,,,,,,,,,,
39,"Heuskes, Adam",6,1,4,10,1,,1.0,,1.0,,,,,,,,,,,,,,
29,"Kingsley, Adam",9,3,4,13,,,,,,6.0,1.0,,,,,,,,,,,,
20,"Lade, Brendon",11,8,2,13,1,3.0,12.0,,,4.0,1.0,,1.0,2.0,,,,,,,,,
22,"Lockwood, Bowen",2,1,,2,1,,3.0,,,1.0,,,,,,,,,,,,,
9,"Lyle, Brayden",5,1,2,7,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,
33,"Mead, Darren",9,5,3,12,,,,,4.0,1.0,,1.0,,,,,,,,,,,
14,"Paxman, Stephen",4,1,4,8,,,,,5.0,1.0,,,1.0,1.0,,,,,,,,,
2,"Primus, Matthew",5,7,12,17,,,20.0,1.0,4.0,,5.0,2.0,2.0,2.0,,,,,,,,,
36,"Stevens, Nick",9,7,2,11,1,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,
16,"Tredrea, Warren",11,6,4,15,1,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,
1,"Wanganeen, Gavin",15,8,5,20,1,1.0,,1.0,1.0,5.0,2.0,,,,,,,,,,,,
15,"Wilson, Michael",12,2,8,20,,,,1.0,3.0,2.0,,1.0,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,83,88,261,12,12.0,38.0,12.0,36.0,53.0,21.0,9.0,16.0,11.0,,,,,,,,,
Opposition,Opposition,188,75,121,309,18,10.0,11.0,15.0,33.0,62.0,28.0,13.0,11.0,16.0,6.0,,,,,,,,
