Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",26y 173d,153 (69-3-81 46.08%),402 (2.63),←,
35,"Corr, Aidan",25y 127d,82 (39-3-40 49.39%),2 (0.02),←,
16,"Daniels, Brent",20y 196d,32 (21-0-11 65.63%),15 (0.47),←,
1,"Davis, Phil",29y 22d,165 (82-3-80 50.61%),7 (0.04),147 (71-3-73 49.32%),6 (0.04)
24,"de Boer, Matt",29y 195d,186 (109-4-73 59.68%),74 (0.40),48 (31-3-14 67.71%),26 (0.54)
31,"Finlayson, Jeremy",23y 224d,37 (22-2-13 62.16%),48 (1.30),←,
19,"Haynes, Nick",27y 126d,127 (63-3-61 50.79%),9 (0.07),←,
37,"Hill, Bobby",19y 224d,8 (5-0-3 62.50%),7 (0.88),←,
27,"Himmelberg, Harry",23y 136d,64 (42-1-21 66.41%),75 (1.17),←,
2,"Hopper, Jacob",22y 227d,66 (43-1-22 65.91%),28 (0.42),←,
25,"Keeffe, Lachlan",29y 160d,58 (34-0-24 58.62%),14 (0.24),18 (9-0-9 50.00%),7 (0.39)
22,"Kelly, Josh",24y 221d,117 (67-2-48 58.12%),77 (0.66),←,
40,"Kennedy, Adam",27y 71d,114 (45-0-69 39.47%),12 (0.11),←,
38,"Lloyd, Daniel",27y 215d,38 (23-3-12 64.47%),31 (0.82),←,
41,"Mumford, Shane",33y 78d,191 (125-4-62 66.49%),52 (0.27),91 (56-2-33 62.64%),13 (0.14)
36,"Perryman, Harry",20y 276d,35 (19-1-15 55.71%),4 (0.11),←,
50,"Reid, Sam",29y 318d,89 (51-3-35 58.99%),29 (0.33),79 (45-3-31 58.86%),28 (0.35)
23,"Shaw, Heath",33y 298d,307 (188-5-114 62.05%),39 (0.13),134 (78-3-53 59.33%),2 (0.01)
14,"Taranto, Tim",21y 236d,62 (39-1-22 63.71%),24 (0.39),←,
15,"Taylor, Sam",20y 139d,29 (21-0-8 72.41%),1 (0.03),←,
20,"Tomlinson, Adam",26y 42d,139 (61-3-75 44.96%),35 (0.25),←,
29,"Williams, Zac",25y 1d,101 (54-0-47 53.47%),25 (0.25),←,
Totals,Totals,25y 285d,2200 (1222-42-936 55.55%),1010 (0.46),,
C,"Cameron, Leon",47y 19d,142 (79-3-60 56.69%),,←,
