St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Byrnes, Ryan",12,8,6,18,,,,,1.0,5.0,1.0,2.0,,,,4.0,15.0,,,1.0,,1.0,87.0
47,"Caminiti, Anthony",13,9,4,17,,,,,2.0,,,2.0,2.0,2.0,,5.0,12.0,1.0,,6.0,,,88.0
4,"Collard, Lance",7,3,5,12,2,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,3.0,9.0,,2.0,1.0,1.0,2.0,63.0
34,"Garcia, Hugo",13,5,10,23,,2.0,,9.0,3.0,3.0,6.0,3.0,1.0,1.0,,8.0,15.0,,,,,,66.0
40,"Hall, Max",12,8,6,18,2,1.0,,1.0,1.0,3.0,,4.0,,,,4.0,14.0,,2.0,1.0,,2.0,82.0
24 ↑,"Hastie, Angus",5,3,2,7,,,,,1.0,2.0,,,,,,1.0,7.0,,,3.0,,,62.0
1,"Higgins, Jack",7,1,4,11,3,,,1.0,,2.0,,1.0,2.0,,1.0,6.0,5.0,,1.0,,,,92.0
8,"Hill, Bradley",16,4,6,22,1,1.0,,,2.0,6.0,2.0,2.0,,1.0,,4.0,17.0,,2.0,1.0,1.0,3.0,85.0
3,"Jones, Zak",8,4,12,20,,1.0,,3.0,,2.0,3.0,2.0,1.0,1.0,,8.0,14.0,,1.0,4.0,1.0,3.0,77.0
17,"Keeler, Isaac",6,1,3,9,1,1.0,3.0,,,3.0,,,,,,,8.0,,1.0,2.0,,,82.0
6,"Macrae, Jack",15,4,16,31,,,,6.0,3.0,3.0,9.0,5.0,3.0,1.0,,18.0,11.0,,,2.0,,,87.0
19,"Marshall, Rowan",11,12,12,23,1,,22.0,2.0,1.0,2.0,3.0,2.0,,2.0,,4.0,18.0,,1.0,1.0,,,84.0
45 ↓,"OConnell, Liam",,,,,,,,1.0,,,,,,,,,,,,,,,12.0
10,"Owens, Mitch",9,4,5,14,4,2.0,3.0,,,2.0,,1.0,1.0,1.0,,7.0,8.0,1.0,3.0,3.0,,2.0,87.0
43,"Sharman, Cooper",8,5,3,11,2,1.0,,2.0,,1.0,1.0,2.0,,1.0,,5.0,6.0,1.0,4.0,1.0,,,73.0
35,"Sinclair, Jack",28,7,12,40,,,,1.0,8.0,6.0,1.0,2.0,1.0,,3.0,4.0,27.0,,,1.0,,2.0,85.0
5,"Travaglia, Tobie",6,2,12,18,,1.0,,3.0,1.0,3.0,3.0,1.0,2.0,,,11.0,8.0,,,,,,73.0
7,"Wanganeen-Milera, Nasiah",21,7,8,29,,,,3.0,3.0,4.0,,6.0,,,2.0,4.0,21.0,,,5.0,2.0,1.0,83.0
29,"Webster, Jimmy",11,8,7,18,,,,2.0,1.0,3.0,1.0,3.0,,2.0,,6.0,12.0,,,8.0,,2.0,82.0
44,"Wilkie, Callum",7,4,6,13,,,,1.0,3.0,,1.0,1.0,,,,4.0,9.0,,,3.0,1.0,,100.0
22,"Wilson, Darcy",14,5,6,20,1,,,1.0,2.0,3.0,2.0,5.0,,1.0,,4.0,13.0,,,1.0,,,85.0
2,"Windhager, Marcus",7,1,12,19,,1.0,,4.0,1.0,,4.0,6.0,1.0,4.0,,11.0,9.0,,,2.0,,,81.0
32,"Wood, Mason",11,8,5,16,3,1.0,,2.0,1.0,2.0,,,,,,3.0,14.0,,4.0,,1.0,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,247,113,162,409,20,15.0,28.0,44.0,35.0,56.0,38.0,52.0,15.0,17.0,6.0,124.0,272.0,3.0,21.0,46.0,7.0,19.0,
Opposition,Opposition,218,119,112,330,7,11.0,42.0,41.0,36.0,42.0,33.0,46.0,17.0,15.0,,113.0,212.0,13.0,7.0,36.0,5.0,4.0,
