North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",8,3,7,15,3,,,2.0,,,,,,,,,,,,,,,
30,"Chandler, Jeff",6,2,3,9,,,,,,,,,,,,,,,,,,,
27,"Crocker, Darren",8,3,4,12,,,,3.0,,,,,2.0,3.0,,,,,,,,,
12,"Dilena, Carl",16,2,6,22,,2.0,,,,,,,1.0,3.0,,,,,,,,,
6,"Fairley, Ian",6,4,6,12,,,,,,,,,1.0,1.0,,,,,,,,,
31,"Gallagher, Michael",9,3,9,18,,1.0,12.0,1.0,,,,,1.0,4.0,,,,,,,,,
29,"German, Peter",22,2,11,33,1,1.0,,,,,,,1.0,,,,,,,,,,
26,"Harris, Darren",3,2,2,5,1,1.0,1.0,,,,,,,,,,,,,,,,
9,"Larkin, Matthew",8,1,13,21,1,,,,,,,,,1.0,,,,,,,,,
35,"Longmire, John",12,8,2,14,5,4.0,,1.0,,,,,,3.0,,,,,,,,,
4,"Martyn, Mick",12,3,2,14,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
16,"McCarthy, John",19,7,5,24,1,3.0,,,,,,,2.0,,1.0,,,,,,,,
25,"McDonald, Donald",4,2,1,5,2,2.0,,,,,,,1.0,,,,,,,,,,
36,"Romero, Jose",15,1,10,25,2,2.0,,1.0,,,,,2.0,3.0,,,,,,,,,
2,"Schwass, Wayne",15,3,11,26,1,,,,,,,,2.0,2.0,2.0,,,,,,,,
24,"Sholl, Craig",4,,6,10,,,,,,,,,,4.0,,,,,,,,,
15,"Smith, Ross",7,1,,7,,,,,,,,,,,,,,,,,,,
17,"Staritski, Justin",14,2,9,23,,,,,,,,,1.0,1.0,,,,,,,,,
7,"Steele, Darren",18,5,19,37,1,,,,,,,,,2.0,3.0,,,,,,,,
10,"Stevens, Anthony",13,4,14,27,,1.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,58,140,359,18,22.0,14.0,10.0,,,,,15.0,29.0,6.0,,,,,,,,
Opposition,Opposition,195,62,127,322,17,12.0,16.0,37.0,,,,,29.0,15.0,,,,,,,,,
