Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
47,"Ambrose, Patrick",22y 334d,13 (8-0-5 61.54%),11 (0.85),←,
12,"Baguley, Mark",27y 72d,45 (24-0-21 53.33%),2 (0.04),←,
2,"Bellchambers, Tom",25y 23d,67 (28-1-38 42.54%),50 (0.75),←,
22,"Carlisle, Jake",22y 304d,66 (34-0-32 51.52%),36 (0.55),←,
3,"Chapman, Paul",32y 269d,266 (175-2-89 66.17%),352 (1.32),15 (9-0-6 60.00%),16 (1.07)
32,"Colyer, Travis",22y 342d,41 (21-0-20 51.22%),26 (0.63),←,
29,"DellOlio, Cory",24y 236d,15 (8-0-7 53.33%),15 (1.00),←,
15,"Dempsey, Courtenay",26y 338d,101 (48-2-51 48.51%),26 (0.26),←,
31,"Fletcher, Dustin",39y 86d,393 (231-5-157 59.41%),70 (0.18),←,
9,"Goddard, Brendon",29y 73d,242 (149-3-90 62.19%),133 (0.55),37 (23-0-14 62.16%),29 (0.78)
21,"Heppell, Dyson",22y 79d,80 (43-1-36 54.38%),19 (0.24),←,
39,"Hocking, Heath",26y 217d,114 (56-2-56 50.00%),39 (0.34),←,
26,"Hooker, Cale",25y 292d,106 (50-1-55 47.64%),7 (0.07),←,
40,"Howlett, Ben",25y 284d,92 (49-1-42 53.80%),46 (0.50),←,
18,"Hurley, Michael",24y 61d,95 (47-2-46 50.53%),101 (1.06),←,
20,"Merrett, Jackson",21y 155d,28 (18-0-10 64.29%),11 (0.39),←,
27,"Merrett, Zach",18y 302d,15 (9-0-6 60.00%),8 (0.53),←,
23,"Myers, David",25y 32d,79 (41-0-38 51.90%),24 (0.30),←,
30,"Ryder, Paddy",26y 140d,165 (77-3-85 47.58%),112 (0.68),←,
5,"Stanton, Brent",28y 92d,221 (96-3-122 44.12%),145 (0.66),←,
8,"Winderlich, Jason",29y 295d,123 (51-1-71 41.87%),78 (0.63),←,
11,"Zaharakis, David",24y 161d,105 (54-1-50 51.90%),84 (0.80),←,
Totals,Totals,26y 8d,2472 (1317-28-1127 53.28%),1395 (0.56),,
C,"Thompson, Mark",50y 255d,278 (171-3-104 62.05%),,18 (10-0-8 55.56%),
