Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bastinac, Ryan",6,3,8,14,,,,2.0,,2.0,1.0,4.0,,3.0,,4.0,9.0,,,,,1.0,75.0
17,"Beams, Claye",3,,3,6,,,,1.0,1.0,1.0,,3.0,1.0,1.0,,3.0,3.0,,,2.0,,,73.0
9,"Beams, Dayne",7,3,11,18,,,,4.0,1.0,2.0,,2.0,1.0,1.0,,5.0,13.0,,,,,,61.0
7,"Bell, Tom",5,,8,13,,,,1.0,,3.0,1.0,3.0,,1.0,,5.0,7.0,,,,,,79.0
8,"Bewick, Rohan",6,1,10,16,1,,,3.0,2.0,3.0,1.0,4.0,,4.0,,6.0,10.0,,,1.0,,,81.0
3,"Christensen, Allen",8,3,7,15,,,,4.0,1.0,1.0,3.0,3.0,3.0,,,8.0,8.0,1.0,,1.0,,,77.0
27,"Gardiner, Darcy",2,1,2,4,,,,4.0,1.0,,,3.0,,3.0,,2.0,2.0,,,3.0,,,89.0
6,"Green, Josh",4,,3,7,1,1.0,,4.0,,1.0,1.0,2.0,,1.0,,2.0,5.0,,,1.0,,,84.0
11,"Hanley, Pearce",8,2,9,17,,,,4.0,1.0,1.0,2.0,5.0,,1.0,,5.0,10.0,,,1.0,,,79.0
2,"Harwood, Ryan",11,6,5,16,,,,1.0,4.0,1.0,,3.0,1.0,,,5.0,10.0,,,2.0,1.0,,65.0
1,"Keays, Ben",4,1,12,16,,,,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,12.0,4.0,,,1.0,,1.0,85.0
35,"Lester, Ryan",8,6,9,17,1,,,3.0,,2.0,,1.0,,,,5.0,12.0,,2.0,3.0,,2.0,82.0
12,"Martin, Stefan",6,2,12,18,,,24.0,4.0,1.0,,5.0,5.0,4.0,4.0,,11.0,6.0,1.0,,2.0,,,93.0
32,"Mayes, Sam",13,3,8,21,,,,3.0,4.0,1.0,,2.0,3.0,1.0,,6.0,12.0,,,3.0,,1.0,87.0
21,"Merrett, Daniel",4,4,6,10,,,,,4.0,1.0,,4.0,,3.0,,1.0,9.0,,,10.0,,,100.0
22,"Paparone, Marco",10,3,4,14,,,,,7.0,,,1.0,1.0,,,3.0,8.0,,,5.0,,,91.0
10,"Rich, Daniel",10,,8,18,1,,,3.0,3.0,2.0,1.0,4.0,,2.0,,6.0,9.0,,,,,,81.0
5,"Robinson, Mitch",14,3,2,16,,,1.0,6.0,4.0,5.0,3.0,5.0,1.0,1.0,,5.0,9.0,,,1.0,,,76.0
23,"Schache, Josh",7,6,5,12,,2.0,,1.0,,3.0,,3.0,,,,3.0,8.0,1.0,3.0,1.0,,,96.0
28,"Taylor, Lewis",7,2,5,12,,,,1.0,3.0,1.0,,1.0,1.0,,,3.0,9.0,,,,,,79.0
14,"Walker, Josh",4,5,8,12,2,1.0,7.0,1.0,,1.0,,3.0,,1.0,,8.0,6.0,2.0,3.0,3.0,,,87.0
15,"Zorko, Dayne",13,6,6,19,4,,,7.0,2.0,5.0,5.0,3.0,4.0,1.0,,7.0,12.0,1.0,2.0,1.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,160,60,151,311,10,5.0,32.0,62.0,40.0,38.0,24.0,66.0,21.0,29.0,,115.0,181.0,6.0,10.0,41.0,1.0,5.0,
Opposition,Opposition,216,82,173,389,20,23.0,34.0,56.0,25.0,70.0,48.0,40.0,29.0,21.0,6.0,153.0,236.0,11.0,19.0,58.0,6.0,13.0,
