Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",27y 215d,101 (60-2-39 60.40%),113 (1.12),←,
16,"Barnard, Paul",26y 118d,57 (30-0-27 52.63%),14 (0.25),46 (27-0-19 58.70%),10 (0.22)
8,"Bewick, Darren",31y 294d,206 (124-1-81 60.44%),309 (1.50),←,
32,"Blumfield, Justin",21y 199d,57 (31-0-26 54.39%),26 (0.46),←,
33,"Caracella, Blake",22y 88d,44 (23-0-21 52.27%),50 (1.14),←,
22,"Doolan, Ben",26y 152d,100 (47-3-50 48.50%),11 (0.11),75 (40-2-33 54.67%),7 (0.09)
31,"Fletcher, Dustin",24y 35d,118 (73-3-42 63.14%),35 (0.30),←,
11,"Hardwick, Damien",26y 297d,97 (54-1-42 56.19%),12 (0.12),←,
26,"Heffernan, Chris",20y 133d,24 (13-0-11 54.17%),9 (0.38),←,
18,"Lloyd, Matthew",21y 56d,70 (36-1-33 52.14%),206 (2.94),←,
13,"Long, Michael",29y 253d,148 (95-2-51 64.86%),118 (0.80),←,
10,"McVeigh, Mark",18y 136d,6 (5-0-1 83.33%),2 (0.33),←,
2,"Mercuri, Mark",25y 110d,119 (72-3-44 61.76%),162 (1.36),←,
24,"Misiti, Joe",24y 214d,130 (74-4-52 58.46%),48 (0.37),←,
29,"Moorcroft, Gary",23y 56d,36 (20-0-16 55.56%),35 (0.97),←,
15,"Prior, Michael",25y 278d,61 (31-1-29 51.64%),17 (0.28),←,
43,"Rioli, Dean",21y 22d,8 (6-0-2 75.00%),13 (1.63),←,
7,"Solomon, Dean",19y 153d,15 (6-0-9 40.00%),3 (0.20),←,
19,"Somerville, Peter",30y 338d,147 (89-3-55 61.56%),88 (0.60),←,
21,"Wallis, Dean",29y 288d,97 (56-1-40 58.25%),29 (0.30),←,
6,"Wellman, Sean",24y 264d,98 (46-2-50 47.96%),14 (0.14),64 (33-1-30 52.34%),5 (0.08)
35,"Young, Barry",28y 350d,118 (56-2-60 48.31%),63 (0.53),65 (37-2-26 58.46%),40 (0.62)
Totals,Totals,25y 1d,1857 (1047-29-781 56.38%),1377 (0.74),,
C,"Sheedy, Kevin",51y 169d,434 (271-5-158 63.02%),,←,
