West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",7,4,5,12,,,,2.0,2.0,1.0,,,3.0,,,5,7.0,1.0,,10.0,,,79.0
15,"Cripps, Jamie",9,5,3,12,1.0,1.0,,7.0,,5.0,,4.0,,2.0,,1,12.0,,2.0,,,2.0,87.0
27,"Darling, Jack",6,3,3,9,,,,2.0,1.0,4.0,,3.0,2.0,1.0,,3,6.0,,,2.0,,,89.0
14,"Duggan, Liam",11,4,6,17,,,,4.0,1.0,2.0,1.0,4.0,1.0,2.0,,6,14.0,,,3.0,,,82.0
3,"Gaff, Andrew",9,3,9,18,,,,2.0,2.0,2.0,,1.0,1.0,,,2,16.0,,,,,,90.0
33,"Hill, Josh",4,3,2,6,,,,2.0,,2.0,,2.0,1.0,1.0,,1,6.0,,,,2.0,,84.0
25,"Hurn, Shannon",10,4,8,18,,,,2.0,2.0,2.0,1.0,,1.0,,,7,10.0,1.0,,4.0,,,84.0
34,"Hutchings, Mark",7,3,5,12,,,,1.0,2.0,2.0,,5.0,,1.0,,3,10.0,,,1.0,,,69.0
23,"Jetta, Lewis",5,2,5,10,,1.0,,3.0,1.0,3.0,1.0,2.0,1.0,,,3,6.0,,1.0,2.0,,,81.0
17,"Kennedy, Josh",7,5,2,9,4.0,1.0,,,,1.0,,2.0,,2.0,,5,5.0,2.0,4.0,2.0,,,93.0
16,"Mackenzie, Eric",7,6,5,12,,,,4.0,5.0,,,2.0,,1.0,,1,11.0,,,4.0,,,95.0
20,"McGovern, Jeremy",12,4,4,16,,,,1.0,3.0,2.0,1.0,4.0,3.0,1.0,,7,9.0,1.0,,3.0,,,86.0
1,"Mitchell, Sam",13,4,10,23,,,,4.0,2.0,1.0,8.0,,,,,13,11.0,,,1.0,,2.0,86.0
24,"Partington, Luke",8,2,7,15,1.0,1.0,,,2.0,2.0,,2.0,,,,7,8.0,,,,,,67.0
21,"Petrie, Drew",6,3,3,9,1.0,,16.0,3.0,,3.0,2.0,3.0,1.0,2.0,,8,2.0,2.0,2.0,5.0,,1.0,71.0
11,"Priddis, Matt",10,5,20,30,2.0,1.0,,7.0,2.0,4.0,10.0,4.0,5.0,2.0,1.0,15,13.0,,2.0,3.0,,,80.0
8,"Redden, Jack",16,5,11,27,,,,4.0,4.0,,4.0,4.0,3.0,2.0,,13,16.0,,,3.0,,,83.0
4,"Sheed, Dom",16,6,6,22,,1.0,,2.0,5.0,4.0,5.0,3.0,1.0,,,7,15.0,,,,3.0,,69.0
5,"Sheppard, Brad",8,5,9,17,,,,2.0,1.0,3.0,2.0,,,,,5,13.0,,,2.0,,2.0,84.0
13,"Shuey, Luke",16,6,6,22,,,,2.0,3.0,2.0,6.0,7.0,3.0,3.0,,7,13.0,,,1.0,1.0,,83.0
19,"Vardy, Nathan",2,1,4,6,,,31.0,1.0,,,1.0,1.0,3.0,,,6,,1.0,,,,,70.0
6,"Yeo, Elliot",19,8,11,30,,,,4.0,5.0,3.0,,4.0,,2.0,,11,15.0,1.0,,5.0,,,90.0
Totals,Totals,208,91,144,352,9.0,6.0,47.0,59.0,43.0,48.0,42.0,57.0,29.0,22.0,1.0,136,218.0,9.0,11.0,51.0,6.0,7.0,
Opposition,Opposition,230,94,187,417,12.0,9.0,36.0,48.0,38.0,59.0,34.0,54.0,22.0,29.0,5.0,144,269.0,12.0,13.0,56.0,15.0,12.0,
