St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Beveridge, Luke",27y 238d,100 (58-1-41 58.50%),92 (0.92),27 (15-0-12 55.56%),22 (0.81)
2,"Brown, Tony",20y 325d,61 (34-0-27 55.74%),35 (0.57),←,
3,"Burke, Nathan",28y 71d,231 (106-2-123 46.32%),85 (0.37),←,
34,"Daniels, Jayson",27y 58d,168 (57-1-110 34.23%),29 (0.17),110 (44-1-65 40.45%),25 (0.23)
10,"Everitt, Peter",23y 350d,95 (48-1-46 51.05%),155 (1.63),←,
25,"Hall, Barry",21y 69d,23 (15-0-8 65.22%),18 (0.78),←,
35,"Harvey, Robert",26y 240d,183 (94-2-87 51.91%),110 (0.60),←,
24,"Heatley, Jason",26y 56d,27 (20-0-7 74.07%),91 (3.37),24 (17-0-7 70.83%),83 (3.46)
8,"Hudghton, Max",21y 228d,21 (14-0-7 66.67%),,←,
5,"Jones, Austinn",21y 202d,70 (36-0-34 51.43%),61 (0.87),←,
17,"Keogh, Rod",27y 24d,80 (40-0-40 50.00%),29 (0.36),58 (28-0-30 48.28%),21 (0.36)
36,"Knowles, Brett",19y 340d,2 (2-0-0 100.00%),,←,
23,"Loewe, Stewart",29y 330d,241 (110-1-130 45.85%),486 (2.02),←,
11,"Mitchell, Gavin",25y 111d,40 (16-0-24 40.00%),25 (0.63),4 (3-0-1 75.00%),7 (1.75)
1,"Peckett, Justin",25y 195d,100 (47-1-52 47.50%),6 (0.06),←,
13,"Sierakowski, David",23y 110d,56 (28-1-27 50.89%),7 (0.13),←,
19,"Sziller, Steven",25y 124d,60 (34-0-26 56.67%),14 (0.23),←,
29,"Thompson, Andrew",25y 179d,27 (19-0-8 70.37%),16 (0.59),←,
15,"Wakelin, Darryl",23y 250d,60 (33-0-27 55.00%),6 (0.10),←,
12,"Wakelin, Shane",23y 249d,54 (25-1-28 47.22%),17 (0.31),←,
7,"Winmar, Nicky",32y 205d,211 (97-1-113 46.21%),269 (1.27),←,
20,"Young, Matthew",25y 213d,60 (33-0-27 55.00%),13 (0.22),39 (24-0-15 61.54%),7 (0.18)
Totals,Totals,25y 40d,1970 (966-12-992 49.04%),1564 (0.79),,
C,"Alves, Stan",51y 331d,95 (45-1-49 47.89%),,←,
