Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Amon, Karl",12,3,8,20,2,,,2.0,3.0,3.0,,,1.0,,,4.0,16.0,1.0,2.0,2.0,,1.0,87.0
22,"Breust, Luke",7,4,7,14,1,,,1.0,,3.0,1.0,7.0,2.0,1.0,,8.0,8.0,,2.0,3.0,,1.0,83.0
33,"Brockman, Tyler",5,2,11,16,1,,,1.0,,3.0,1.0,4.0,,1.0,,8.0,7.0,,,2.0,,,81.0
8,"Frost, Sam",6,4,12,18,,,,1.0,4.0,,,2.0,,,,7.0,12.0,2.0,,2.0,,,98.0
24,"Grainger-Barras, Denver",5,2,4,9,,,,,2.0,1.0,,2.0,1.0,2.0,,2.0,5.0,,,4.0,,,85.0
26,"Greene, Fergus",8,7,1,9,3,,,3.0,,3.0,,3.0,1.0,1.0,,,10.0,,4.0,3.0,,2.0,89.0
15,"Hardwick, Blake",16,1,2,18,,,,2.0,12.0,3.0,1.0,,1.0,,,2.0,4.0,,,5.0,1.0,,89.0
4,"Impey, Jarman",8,3,6,14,,1.0,,2.0,2.0,5.0,,,,,,2.0,11.0,,,2.0,1.0,,82.0
9,"Jiath, Changkuoth",7,2,4,11,,,,2.0,2.0,2.0,,3.0,,1.0,,3.0,9.0,,,2.0,,1.0,81.0
27,"Long, Ned",7,3,3,10,1,,,6.0,,3.0,,3.0,,1.0,,3.0,8.0,,,1.0,1.0,1.0,75.0
31,"Macdonald, Connor",9,5,8,17,,1.0,,2.0,1.0,1.0,1.0,2.0,,,,3.0,13.0,,,,,1.0,76.0
28 ↑,"Mackenzie, Cam",3,1,2,5,,,,1.0,,1.0,1.0,1.0,,,,1.0,5.0,,,,,,36.0
17,"Meek, Lloyd",3,,7,10,,1.0,15.0,6.0,,1.0,1.0,2.0,,1.0,,5.0,6.0,,,4.0,,,70.0
40,"Mitchell, Seamus",9,4,8,17,,,,3.0,3.0,,,3.0,,1.0,,9.0,7.0,1.0,,2.0,,,69.0
13,"Moore, Dylan",9,3,14,23,1,1.0,,3.0,,2.0,2.0,5.0,2.0,,,14.0,8.0,1.0,1.0,,,1.0,89.0
1,"Morrison, Harry",15,4,3,18,,,,2.0,3.0,3.0,1.0,4.0,,1.0,,6.0,14.0,,1.0,1.0,,,87.0
11,"Nash, Conor",8,1,23,31,,,,9.0,,2.0,7.0,9.0,1.0,2.0,,18.0,15.0,,,2.0,,,82.0
3,"Newcombe, Jai",14,6,17,31,1,,,5.0,2.0,7.0,10.0,3.0,2.0,1.0,2.0,15.0,15.0,2.0,,,,1.0,85.0
7,"Reeves, Ned",7,4,3,10,,,32.0,4.0,,2.0,1.0,2.0,2.0,1.0,,9.0,3.0,4.0,,3.0,,,81.0
6,"Sicily, James",13,6,7,20,1,1.0,,,6.0,3.0,,2.0,,,,8.0,11.0,2.0,,6.0,,,97.0
25,"Ward, Josh",11,2,9,20,,,,2.0,1.0,2.0,4.0,1.0,2.0,,,9.0,11.0,,,,,,70.0
20 ↓,"Wingard, Chad",2,,1,3,,2.0,,,,,1.0,1.0,1.0,,,1.0,2.0,,,1.0,,,32.0
5,"Worpel, James",17,2,18,35,,,,7.0,,3.0,8.0,8.0,2.0,3.0,1.0,16.0,18.0,,,,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,69,178,379,11,9.0,47.0,64.0,41.0,53.0,40.0,67.0,18.0,17.0,3.0,153.0,218.0,13.0,10.0,45.0,3.0,9.0,
Opposition,Opposition,213,97,175,388,10,17.0,37.0,79.0,42.0,52.0,31.0,61.0,17.0,18.0,3.0,142.0,234.0,14.0,12.0,58.0,2.0,7.0,
