Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Biddiscombe, Craig",25y 344d,70 (39-1-30 56.43%),11 (0.16),36 (18-0-18 50.00%),5 (0.14)
11,"Bowden, Joel",24y 71d,127 (64-0-63 50.39%),120 (0.94),←,
15,"Cameron, Leon",29y 363d,235 (125-3-107 53.83%),92 (0.39),63 (32-0-31 50.79%),24 (0.38)
9,"Campbell, Wayne",29y 342d,247 (114-1-132 46.36%),152 (0.62),←,
6,"Chaffey, Mark",25y 117d,102 (48-0-54 47.06%),23 (0.23),←,
24,"Coughlan, Mark",20y 133d,21 (7-0-14 33.33%),8 (0.38),←,
14,"Fiora, Aaron",21y 134d,40 (22-0-18 55.00%),12 (0.30),←,
2,"Gaspar, Darren",26y 103d,165 (75-0-90 45.45%),15 (0.09),144 (68-0-76 47.22%),14 (0.10)
20,"Hall, Ray",21y 308d,38 (18-0-20 47.37%),18 (0.47),←,
39,"Kellaway, Andrew",26y 281d,103 (50-0-53 48.54%),20 (0.19),←,
3,"Kellaway, Duncan",29y 195d,172 (84-1-87 49.13%),12 (0.07),←,
21,"King, Clinton",24y 160d,79 (36-0-43 45.57%),23 (0.29),48 (26-0-22 54.17%),10 (0.21)
34,"Mills, Andrew",21y 74d,13 (9-0-4 69.23%),5 (0.38),←,
5,"Ottens, Brad",22y 218d,99 (48-0-51 48.48%),126 (1.27),←,
12,"Richardson, Matthew",27y 165d,157 (76-0-81 48.41%),482 (3.07),←,
18,"Rodan, David",18y 327d,22 (7-0-15 31.82%),17 (0.77),←,
4,"Rogers, Matthew",28y 279d,179 (95-1-83 53.35%),159 (0.89),←,
10,"Stafford, Greg",28y 4d,146 (68-1-77 46.92%),84 (0.58),16 (6-0-10 37.50%),26 (1.63)
19,"Sziller, Steven",29y 259d,156 (71-1-84 45.83%),41 (0.26),38 (18-0-20 47.37%),3 (0.08)
32,"Tivendale, Greg",23y 134d,81 (38-0-43 46.91%),62 (0.77),←,
29,"Torney, Jason",25y 76d,118 (59-1-58 50.42%),16 (0.14),←,
36,"Zantuck, Ty",20y 197d,32 (11-0-21 34.38%),7 (0.22),←,
Totals,Totals,25y 29d,2402 (1164-10-1228 48.46%),1505 (0.63),,
C,"Frawley, Danny",38y 357d,69 (34-0-35 49.28%),,←,
