Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 192d,66 (37-0-29 56.06%),101 (1.53),28 (19-0-9 67.86%),46 (1.64)
11,"Archer, Glenn",26y 16d,140 (89-0-51 63.57%),88 (0.63),←,
26,"Bell, Peter",23y 39d,78 (50-0-28 64.10%),71 (0.91),76 (50-0-26 65.79%),69 (0.91)
12,"Blakey, John",32y 259d,277 (142-0-135 51.26%),86 (0.31),142 (90-0-52 63.38%),48 (0.34)
23,"Clayton, Shane",20y 167d,21 (3-0-18 14.29%),3 (0.14),3 (1-0-2 33.33%),2 (0.67)
45,"Cochrane, Stuart",20y 263d,4 (3-0-1 75.00%),,←,
3,"Dhurrkay, Gary",25y 36d,54 (21-0-33 38.89%),50 (0.93),3 (1-0-2 33.33%),4 (1.33)
6,"Grant, Shannon",21y 355d,86 (51-1-34 59.88%),86 (1.00),28 (19-0-9 67.86%),48 (1.71)
29,"Harvey, Brent",20y 330d,44 (29-0-15 65.91%),44 (1.00),←,
27,"Lange, Adam",20y 87d,2 (1-0-1 50.00%),2 (1.00),←,
35,"Longmire, John",28y 99d,193 (99-1-93 51.55%),511 (2.65),←,
4,"Martyn, Mick",30y 221d,224 (129-1-94 57.81%),14 (0.06),←,
5,"McCartney, Jason",25y 26d,100 (50-0-50 50.00%),49 (0.49),25 (16-0-9 64.00%),1 (0.04)
31,"McKernan, Corey",25y 111d,117 (79-0-38 67.52%),129 (1.10),←,
28,"Pickett, Byron",21y 241d,29 (19-0-10 65.52%),,←,
13,"Pike, Martin",26y 146d,106 (43-0-63 40.57%),53 (0.50),46 (31-0-15 67.39%),13 (0.28)
39,"Rawlings, Brady",17y 303d,2 (1-0-1 50.00%),,←,
8,"Scott, Robert",30y 39d,231 (140-1-90 60.82%),214 (0.93),99 (65-0-34 65.66%),50 (0.51)
24,"Sholl, Craig",31y 100d,203 (119-0-84 58.62%),125 (0.62),←,
7,"Simpson, Adam",23y 52d,68 (48-0-20 70.59%),32 (0.47),←,
10,"Stevens, Anthony",27y 281d,184 (111-0-73 60.33%),85 (0.46),←,
30,"Welsh, Scott",20y 123d,17 (9-0-8 52.94%),13 (0.76),←,
Totals,Totals,24y 258d,2246 (1273-4-969 56.68%),1756 (0.78),,
C,"Pagan, Denis",51y 197d,148 (95-0-53 64.19%),,←,
