Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Brown, Callum",23y 18d,58 (29-1-28 50.86%),21 (0.36),←,
6,"Brown, Tyler",21y 157d,15 (6-1-8 43.33%),2 (0.13),←,
14,"Cameron, Darcy",25y 301d,16 (6-1-9 40.63%),12 (0.75),15 (6-1-8 43.33%),12 (0.80)
25,"Crisp, Jack",27y 225d,162 (80-2-80 50.00%),51 (0.31),144 (73-2-69 51.39%),41 (0.28)
7,"Daicos, Josh",22y 170d,44 (21-1-22 48.86%),22 (0.50),←,
2,"de Goey, Jordan",25y 61d,106 (54-2-50 51.89%),147 (1.39),←,
4,"Grundy, Brodie",27y 30d,160 (84-2-74 53.13%),50 (0.31),←,
35,"Henry, Oliver",18y 290d,3 (1-0-2 33.33%),,←,
32,"Hoskin-Elliott, Will",27y 255d,145 (62-2-81 43.45%),138 (0.95),93 (50-2-41 54.84%),96 (1.03)
11,"Keane, Mark",21y 59d,5 (1-0-4 20.00%),,←,
44,"Madgen, Jack",28y 20d,28 (15-1-12 55.36%),1 (0.04),←,
37,"Maynard, Brayden",24y 237d,125 (61-2-62 49.60%),15 (0.12),←,
16,"Mayne, Chris",32y 194d,237 (132-2-103 56.12%),207 (0.87),65 (37-1-27 57.69%),11 (0.17)
31,"McCreery, Beau",20y 26d,7 (1-0-6 14.29%),7 (1.00),←,
41,"Mihocek, Brody",28y 100d,67 (38-1-28 57.46%),107 (1.60),←,
30,"Moore, Darcy",25y 110d,98 (42-2-54 43.88%),65 (0.66),←,
9,"Noble, John",24y 51d,31 (15-1-15 50.00%),3 (0.10),←,
10,"Pendlebury, Scott",33y 128d,325 (193-3-129 59.85%),181 (0.56),←,
27,"Poulter, Caleb",18y 215d,3 (1-0-2 33.33%),,←,
3,"Quaynor, Isaac",21y 120d,24 (9-0-15 37.50%),,←,
22,"Sidebottom, Steele",30y 133d,251 (151-4-96 60.96%),168 (0.67),←,
24,"Thomas, Josh",29y 226d,112 (66-2-44 59.82%),91 (0.81),←,
12,"Wilson, Tom",23y 325d,1 (0-0-1 0.00%),,←,
Totals,Totals,25y 87d,2023 (1068-30-925 52.79%),1288 (0.64),,
C,"Buckley, Nathan",48y 293d,214 (115-2-97 54.21%),,←,
