Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",25y 41d,62 (35-0-27 56.45%),90 (1.45),←,
21,"Barlow, Michael",24y 252d,43 (23-0-20 53.49%),27 (0.63),←,
26,"Bradley, Kepler",26y 287d,111 (40-1-70 36.49%),80 (0.72),62 (27-0-35 43.55%),66 (1.06)
30,"Clarke, Zac",22y 151d,35 (12-0-23 34.29%),19 (0.54),←,
15,"Crowley, Ryan",28y 174d,136 (68-0-68 50.00%),97 (0.71),←,
3,"Dawson, Zac",26y 186d,92 (55-3-34 61.41%),6 (0.07),15 (9-0-6 60.00%),2 (0.13)
40,"de Boer, Matt",22y 169d,74 (37-0-37 50.00%),28 (0.38),←,
41,"Duffield, Paul",27y 203d,108 (50-0-58 46.30%),23 (0.21),←,
7,"Fyfe, Nat",20y 343d,47 (26-0-21 55.32%),35 (0.74),←,
32,"Hill, Stephen",22y 117d,86 (42-0-44 48.84%),53 (0.62),←,
5,"Ibbotson, Garrick",24y 164d,99 (42-0-57 42.42%),19 (0.19),←,
37,"Johnson, Michael",27y 311d,146 (73-0-73 50.00%),54 (0.37),←,
23,"Mayne, Chris",23y 298d,78 (39-0-39 50.00%),96 (1.23),←,
18,"McPharlin, Luke",30y 269d,208 (104-0-104 50.00%),114 (0.55),196 (96-0-100 48.98%),111 (0.57)
9,"McPhee, Adam",29y 325d,220 (97-1-122 44.32%),112 (0.51),78 (38-0-40 48.72%),29 (0.37)
16,"Mundy, David",27y 37d,161 (79-0-82 49.07%),63 (0.39),←,
13,"Mzungu, Tendai",26y 180d,35 (17-0-18 48.57%),22 (0.63),←,
46,"Pearce, Clancee",21y 308d,47 (21-0-26 44.68%),28 (0.60),←,
31,"Sandilands, Aaron",29y 264d,180 (91-0-89 50.56%),70 (0.39),←,
34,"Spurr, Lee",25y 30d,10 (8-0-2 80.00%),,←,
8,"Suban, Nick",22y 109d,59 (24-0-35 40.68%),17 (0.29),←,
38,"Walters, Michael",21y 232d,18 (10-0-8 55.56%),30 (1.67),←,
Totals,Totals,25y 136d,2055 (993-5-1057 48.32%),1083 (0.53),,
C,"Lyon, Ross",45y 292d,142 (89-4-49 64.08%),,21 (13-0-8 61.90%),
