Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",25y 204d,81 (52-0-29 64.20%),60 (0.74),←,
5,"Collins, Andrew",29y 12d,151 (107-0-44 70.86%),33 (0.22),←,
3,"Condon, Anthony",26y 152d,108 (75-0-33 69.44%),39 (0.36),←,
26,"Cooper, Paul",26y 31d,52 (35-0-17 67.31%),6 (0.12),←,
9,"Crawford, Shane",19y 240d,26 (15-0-11 57.69%),22 (0.85),←,
23,"Crawshay, Simon",19y 255d,6 (3-0-3 50.00%),,←,
13,"Dear, Paul",27y 130d,93 (64-0-29 68.82%),69 (0.74),←,
19,"Dunstall, Jason",29y 266d,192 (146-0-46 76.04%),928 (4.83),←,
16,"Gowers, Andrew",25y 26d,72 (49-0-23 68.06%),42 (0.58),←,
34,"Graham, Mark",21y 55d,4 (3-0-1 75.00%),,←,
22,"Hargreaves, Tim",18y 342d,2 (2-0-0 100.00%),6 (3.00),←,
17,"Hudson, Paul",23y 291d,79 (54-0-25 68.35%),166 (2.10),←,
11,"Jarman, Darren",27y 99d,74 (48-0-26 64.86%),98 (1.32),←,
1,"Jencke, Ray",28y 43d,142 (98-0-44 69.01%),24 (0.17),←,
24,"Langford, Chris",31y 125d,242 (179-1-62 74.17%),31 (0.13),←,
31,"Madigan, Greg",24y 103d,34 (22-0-12 64.71%),2 (0.06),←,
20,"Maginness, Scott",27y 278d,94 (67-0-27 71.28%),5 (0.05),←,
44,"Platten, John",31y 51d,183 (132-0-51 72.13%),183 (1.00),←,
18,"Pritchard, Darrin",28y 47d,152 (109-0-43 71.71%),86 (0.57),←,
38,"Tallis, Rayden",18y 332d,4 (2-0-2 50.00%),1 (0.25),←,
25,"Taylor, Jason",25y 226d,40 (21-0-19 52.50%),19 (0.47),33 (20-0-13 60.61%),15 (0.45)
Totals,Totals,25y 175d,1831 (1283-1-547 70.07%),1820 (0.99),,
C,"Knights, Peter",42y 38d,65 (19-0-46 29.23%),,6 (3-0-3 50.00%),
