Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",23y 29d,95 (47-1-47 50.00%),6 (0.06),←,
14,"Bedford, Toby",24y 54d,55 (36-0-19 65.45%),30 (0.55),37 (24-0-13 64.86%),21 (0.57)
32,"Briggs, Kieren",24y 288d,44 (27-0-17 61.36%),8 (0.18),←,
44,"Buckley, Jack",26y 216d,59 (32-1-26 55.08%),1 (0.02),←,
5,"Cadman, Aaron",20y 139d,28 (18-0-10 64.29%),25 (0.89),←,
17,"Callaghan, Finn",21y 85d,43 (23-0-20 53.49%),6 (0.14),←,
13,"Cumming, Isaac",25y 344d,79 (38-1-40 48.73%),10 (0.13),←,
16,"Daniels, Brent",25y 133d,100 (56-0-44 56.00%),64 (0.64),←,
37,"Fonti, Joe",19y 209d,3 (3-0-0 100.00%),,←,
12,"Green, Tom",23y 179d,85 (41-1-43 48.82%),32 (0.38),←,
4,"Greene, Toby",30y 299d,232 (111-2-119 48.28%),361 (1.56),←,
27,"Himmelberg, Harry",28y 73d,170 (93-2-75 55.29%),161 (0.95),←,
23,"Hogan, Jesse",29y 159d,158 (75-0-83 47.47%),323 (2.04),68 (34-0-34 50.00%),153 (2.25)
39,"Idun, Connor",23y 357d,86 (44-1-41 51.74%),,←,
2,"Jones, Darcy",20y 108d,7 (4-0-3 57.14%),7 (1.00),←,
31,"McMullin, Toby",19y 349d,12 (8-0-4 66.67%),4 (0.33),←,
33,"OHalloran, Xavier",24y 9d,61 (31-1-29 51.64%),24 (0.39),←,
20,"Peatling, James",23y 334d,38 (18-0-20 47.37%),13 (0.34),←,
36,"Perryman, Harry",25y 214d,122 (64-1-57 52.87%),28 (0.23),←,
26,"Riccardi, Jake",24y 256d,68 (35-0-33 51.47%),87 (1.28),←,
28,"Thomas, Harvey",18y 347d,18 (11-0-7 61.11%),9 (0.50),←,
8,"Ward, Callan",34y 101d,308 (138-4-166 45.45%),152 (0.49),248 (106-4-138 43.55%),119 (0.48)
6,"Whitfield, Lachie",30y 2d,227 (113-4-110 50.66%),71 (0.31),←,
Totals,Totals,24y 266d,2098 (1066-19-1013 50.81%),1422 (0.68),,
C,"Kingsley, Adam",48y 335d,44 (26-0-18 59.09%),,←,
