Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 100d,245 (149-0-96 60.82%),131 (0.53),←,
16,"Brown, Leigh",22y 130d,99 (37-1-61 37.88%),42 (0.42),36 (18-1-17 51.39%),22 (0.61)
2,"Colbert, Leigh",29y 25d,184 (104-2-78 57.07%),64 (0.35),79 (42-1-36 53.80%),14 (0.18)
24,"Firrito, Michael",20y 218d,13 (7-0-6 53.85%),4 (0.31),←,
6,"Grant, Shannon",27y 74d,206 (119-2-85 58.25%),228 (1.11),148 (87-1-60 59.12%),190 (1.28)
39,"Harding, Leigh",23y 67d,50 (26-1-23 53.00%),80 (1.60),←,
4,"Harris, Daniel",22y 53d,39 (20-1-18 52.56%),12 (0.31),←,
29,"Harvey, Brent",26y 49d,164 (98-1-65 60.06%),202 (1.23),←,
21,"Jones, Corey",23y 127d,50 (23-0-27 46.00%),50 (1.00),←,
34,"King, David",32y 117d,233 (142-1-90 61.16%),145 (0.62),←,
35,"Makepeace, Troy",25y 118d,97 (50-1-46 52.06%),23 (0.24),←,
19,"Motlop, Daniel",22y 108d,36 (14-1-21 40.28%),39 (1.08),←,
20,"Petrie, Drew",21y 261d,55 (26-1-28 48.18%),50 (0.91),←,
17,"Porter, Mark",27y 265d,106 (55-1-50 52.36%),20 (0.19),51 (27-1-23 53.92%),7 (0.14)
3,"Rawlings, Brady",23y 22d,84 (48-0-36 57.14%),36 (0.43),←,
26,"Rocca, Saverio",30y 225d,220 (102-3-115 47.05%),660 (3.00),64 (32-1-31 50.78%),146 (2.28)
7,"Simpson, Adam",28y 137d,194 (120-1-73 62.11%),65 (0.34),←,
9,"Sinclair, Jess",25y 311d,112 (40-1-71 36.16%),55 (0.49),62 (27-1-34 44.35%),29 (0.47)
10,"Stevens, Anthony",33y,284 (170-1-113 60.04%),126 (0.44),←,
12,"Stevens, Michael",23y 238d,33 (17-0-16 51.52%),5 (0.15),16 (9-0-7 56.25%),2 (0.13)
36,"Watt, Shannon",23y 219d,61 (31-1-29 51.64%),4 (0.07),←,
8,"Wells, Daniel",19y 150d,32 (17-1-14 54.69%),17 (0.53),←,
Totals,Totals,25y 203d,2597 (1415-21-1161 54.49%),2058 (0.79),,
C,"Laidley, Dani",37y 97d,36 (18-1-17 51.39%),,←,
