Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 12d,241 (134-2-105 56.02%),317 (1.32),49 (10-0-39 20.41%),55 (1.12)
3,"Brennan, Jared",28y 302d,167 (64-3-100 39.22%),95 (0.57),48 (9-0-39 18.75%),20 (0.42)
36,"Broughton, Greg",26y 239d,76 (33-0-43 43.42%),17 (0.22),8 (4-0-4 50.00%),2 (0.25)
30,"Brown, Campbell",29y 271d,195 (81-1-113 41.79%),93 (0.48),36 (6-0-30 16.67%),29 (0.81)
12,"Day, Sam",20y 262d,31 (6-0-25 19.35%),17 (0.55),←,
15,"Gorringe, Daniel",20y 358d,9 (2-0-7 22.22%),2 (0.22),←,
33,"Hall, Aaron",22y 198d,17 (6-0-11 35.29%),22 (1.29),←,
5,"Harbrow, Jarrod",24y 312d,114 (50-1-63 44.30%),30 (0.26),44 (10-0-34 22.73%),9 (0.20)
34,"Hutchins, Jack",21y 95d,13 (5-0-8 38.46%),1 (0.08),←,
37,"Lonergan, Jesse",18y 193d,4 (2-0-2 50.00%),,←,
19,"Lynch, Tom",20y 207d,35 (7-0-28 20.00%),32 (0.91),←,
32,"Matera, Brandon",21y 76d,38 (9-0-29 23.68%),33 (0.87),←,
17,"May, Steven",21y 136d,25 (6-0-19 24.00%),12 (0.48),←,
18,"McKenzie, Trent",21y 53d,44 (9-0-35 20.45%),18 (0.41),←,
29,"Murphy, Tom",27y 68d,102 (58-1-43 57.35%),5 (0.05),7 (3-0-4 42.86%),
1,"OMeara, Jaeger",19y 92d,9 (4-0-5 44.44%),7 (0.78),←,
10,"Prestia, Dion",20y 226d,39 (6-0-33 15.38%),6 (0.15),←,
8,"Russell, Luke",21y 122d,31 (3-0-28 9.68%),14 (0.45),←,
26,"Shaw, Matt",21y 110d,43 (9-0-34 20.93%),16 (0.37),←,
25,"Stanley, Danny",25y 97d,45 (10-0-35 22.22%),23 (0.51),40 (9-0-31 22.50%),23 (0.57)
24,"Swallow, David",20y 188d,42 (9-0-33 21.43%),20 (0.48),←,
16,"Thompson, Rory",22y 75d,22 (5-0-17 22.73%),5 (0.23),←,
Totals,Totals,22y 350d,1342 (518-8-816 38.60%),785 (0.58),,
C,"McKenna, Guy",44y 15d,53 (10-0-43 18.87%),,←,
