Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",19,6,10,29,,1.0,,6.0,1.0,5.0,2.0,,,,2.0,4.0,23.0,,,2.0,2.0,2.0,91.0
21,"Black, Heath",14,3,9,23,,,,1.0,8.0,3.0,2.0,4.0,1.0,2.0,,7.0,16.0,,,3.0,5.0,,95.0
9,"Carr, Matthew",8,6,10,18,,1.0,,2.0,,4.0,4.0,2.0,,,,5.0,13.0,,,2.0,,,82.0
10,"Cook, Troy",9,5,9,18,1,,,4.0,1.0,2.0,3.0,2.0,1.0,2.0,,6.0,12.0,,,2.0,,,66.0
15,"Crowley, Ryan",10,4,8,18,,3.0,,1.0,,2.0,2.0,1.0,,1.0,,7.0,11.0,1.0,2.0,1.0,,,77.0
25,"Dodd, Steven",7,5,8,15,,,,3.0,2.0,1.0,1.0,,,,,5.0,10.0,1.0,,4.0,,,100.0
33,"Farmer, Jeff",7,5,4,11,4,,1.0,4.0,,2.0,,,1.0,,,5.0,8.0,,2.0,,,1.0,89.0
27,"Gilmore, Daniel",9,4,3,12,,,1.0,3.0,,5.0,,2.0,1.0,1.0,,2.0,10.0,,1.0,,,,60.0
4,"Hasleby, Paul",7,6,13,20,,1.0,,3.0,,2.0,2.0,,,,,4.0,16.0,,1.0,2.0,,1.0,61.0
43,"Hayden, Roger",14,8,8,22,,,,,2.0,3.0,,3.0,1.0,2.0,1.0,2.0,18.0,,,,,,100.0
37,"Johnson, Michael",7,6,6,13,,1.0,,1.0,2.0,,1.0,3.0,1.0,,,6.0,8.0,2.0,1.0,1.0,,,89.0
20,"Longmuir, Justin",10,7,5,15,4,2.0,8.0,3.0,1.0,3.0,4.0,1.0,3.0,,3.0,9.0,6.0,2.0,3.0,2.0,2.0,1.0,71.0
8,"McManus, Shaun",5,4,8,13,,,1.0,2.0,,3.0,5.0,2.0,,,,7.0,7.0,,,2.0,,,67.0
18,"McPharlin, Luke",9,6,3,12,,,,,4.0,1.0,,1.0,,,,4.0,6.0,2.0,,5.0,,,100.0
16,"Mundy, David",10,6,11,21,,,,2.0,5.0,2.0,2.0,1.0,1.0,1.0,,4.0,18.0,,,2.0,,,83.0
28,"Murphy, Ryan",15,12,3,18,1,3.0,,,,1.0,1.0,,,,,5.0,13.0,2.0,4.0,,,1.0,86.0
23,"Parker, Shane",10,3,3,13,,,,4.0,3.0,1.0,1.0,1.0,2.0,,,4.0,9.0,1.0,,8.0,,,100.0
29,"Pavlich, Matthew",15,8,1,16,2,4.0,,,,3.0,1.0,,2.0,,,8.0,8.0,3.0,5.0,3.0,,1.0,100.0
7,"Peake, Brett",11,7,5,16,1,,,1.0,2.0,6.0,,2.0,,,,3.0,13.0,1.0,1.0,,2.0,,60.0
31,"Sandilands, Aaron",6,7,16,22,,,22.0,1.0,2.0,2.0,7.0,4.0,3.0,2.0,,8.0,14.0,,,4.0,,,79.0
3,"Schammer, Byron",9,4,3,12,1,,,2.0,,4.0,1.0,,,,,2.0,9.0,,,,1.0,,58.0
1,"Webster, Luke",7,4,6,13,,,,4.0,1.0,2.0,,2.0,,1.0,,3.0,10.0,,,4.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,126,152,370,14,20.0,33.0,47.0,34.0,57.0,39.0,31.0,17.0,12.0,6.0,110.0,258.0,15.0,20.0,47.0,12.0,7.0,
Opposition,Opposition,175,105,155,330,7,9.0,27.0,45.0,41.0,40.0,24.0,34.0,12.0,16.0,,93.0,236.0,8.0,12.0,32.0,16.0,7.0,
