Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",11,5,9,20,,,,2.0,4.0,1.0,2.0,1.0,1.0,,,12.0,9.0,1.0,,,,,
18,"Cameron, Leon",1,1,1,2,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,
16,"Croft, Matthew",4,4,2,6,1,1.0,1.0,,,1.0,,,,3.0,,2.0,4.0,1.0,1.0,1.0,,,
11,"Curley, Todd",12,3,2,14,,,,2.0,4.0,1.0,,4.0,3.0,3.0,,2.0,10.0,,,1.0,,,
14,"Darcy, Luke",3,3,2,5,,,5.0,,,,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,,,,,
21,"Dent, Matthew",10,4,5,15,,,,1.0,3.0,1.0,1.0,3.0,,2.0,,2.0,12.0,,,2.0,,,
28,"Dimattina, Paul",16,5,4,20,1,,,2.0,4.0,6.0,4.0,2.0,1.0,3.0,,8.0,12.0,,1.0,2.0,,,
32,"Ellis, Craig",10,5,2,12,,,,1.0,3.0,1.0,1.0,3.0,4.0,3.0,,10.0,3.0,2.0,,3.0,,,
4,"Garlick, Simon",13,7,10,23,,,,2.0,3.0,6.0,1.0,3.0,1.0,1.0,,6.0,17.0,,,1.0,,,
3,"Grant, Chris",14,10,12,26,3,3.0,,1.0,,5.0,4.0,,3.0,5.0,1.0,18.0,7.0,6.0,5.0,1.0,,,
6,"Johnson, Brad",18,8,6,24,,,,2.0,4.0,4.0,2.0,1.0,,1.0,,3.0,19.0,,,1.0,,,
35,"Kretiuk, Steven",15,6,2,17,,,,2.0,6.0,2.0,,3.0,,2.0,,9.0,6.0,3.0,,1.0,,,
23,"Martin, Michael",8,4,4,12,,1.0,,2.0,,2.0,2.0,,1.0,,,2.0,11.0,,1.0,,,,
10,"Montgomery, Brett",4,2,7,11,,,,3.0,2.0,1.0,,,1.0,,,3.0,8.0,1.0,,4.0,,,
24,"Plunkett, Jim",6,3,3,9,1,,,3.0,,1.0,1.0,,,1.0,,3.0,7.0,1.0,,,,,
29,"Powell, Stephen",12,4,9,21,,,,,2.0,3.0,2.0,2.0,,1.0,,7.0,16.0,1.0,,,,,
30,"Robbins, Matthew",17,7,3,20,,,,1.0,6.0,4.0,1.0,3.0,,1.0,3.0,11.0,9.0,2.0,,1.0,,,
5,"Smith, Rohan",10,5,2,12,5,1.0,,1.0,,3.0,,1.0,1.0,1.0,,5.0,6.0,1.0,4.0,,,,
8,"Southern, Daniel",1,2,3,4,,,,,2.0,,,,,,,1.0,4.0,,,2.0,,,
7,"West, Scott",9,1,14,23,,,,1.0,2.0,3.0,9.0,2.0,2.0,1.0,,12.0,10.0,,,3.0,,,
1,"Winmar, Nicky",3,1,2,5,,1.0,,1.0,,1.0,,1.0,,,,3.0,2.0,,,,,,
15,"Wynd, Scott",3,3,14,17,,,22.0,,1.0,,7.0,3.0,3.0,1.0,,9.0,9.0,,,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,93,118,318,11,10.0,28.0,28.0,46.0,46.0,38.0,33.0,22.0,30.0,4.0,133.0,183.0,21.0,13.0,27.0,,,
Opposition,Opposition,193,66,109,302,10,20.0,35.0,31.0,33.0,60.0,35.0,31.0,30.0,22.0,2.0,129.0,169.0,9.0,9.0,22.0,4.0,,
